Title,Price,Category_path,Rating,Qty_califications,Features_JSON_format,Image_Url,Item_Url
Cama sofá 80 con colchón,149.99,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá 80 con colchón,4,5,"{""Altura"": "" Cabecero 68,5 cm, Pie de cama 68,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 89 cm"", ""Este producto incluye estructura de cama sofá, lamas y colchón de 80 cm de ancho x 17 cm de grosor, no incluye respaldo, cojines decorativos ni textiles._2"": null}",https://muebleslufe.com/1726-thickbox_default/lufe-cama-sofa-80-cm.jpg,https://muebleslufe.com/es/sofa/394-lufe-cama-sofa-80-cm.html
Tronco,39.99,Inicio>Muebles Lufe>Muebles de almacenaje>Tronco,4.5,136,"{""Material"": "" Madera local certificada PEFC"", ""Diámetro"": "" Entre 26 y 32 cm "", ""Altura"": "" 45 cm""}",https://muebleslufe.com/1840-thickbox_default/tronco-lufe.jpg,https://muebleslufe.com/es/auxiliar/127-tronco-lufe.html
Perchero burro infantil,54.99,Inicio>Muebles Lufe>Muebles de almacenaje>Percheros>Perchero burro infantil,4.4,21,"{""Material"": "" Madera local certificada PEFC"", ""Altura total"": "" 165 cm"", ""Anchura exterior"": "" 70 cm"", ""Hueco para las perchas"": "" 2 de 53 cm "", ""Fondo"": "" 37,5 cm"", ""Hueco del cajón"": "" 62 x 28 cm"", ""Agujeros para perchas"": "" 10 por cada travesaño""}",https://muebleslufe.com/797-thickbox_default/burro-beka-infantil.jpg,https://muebleslufe.com/es/beka/144-burro-beka-infantil.html
Escalera decorativa,19.99,Inicio>Escalera decorativa,4.8,14,"{""Medidas del embalaje "": ""185x8x6 cm"", ""Descripcion_6"": "" Número de peldaños""}",https://muebleslufe.com/1963-thickbox_default/escalera-decorativa.jpg,https://muebleslufe.com/es/home/450-escalera-decorativa.html
Espejo de pie,39.99,Inicio>Espejo de pie,4.8,340,"{""Descripcion_0"": "" Marco de madera maciza ecológica con certificado PEFC."", ""Altura total_0"": "" 180 cm"", ""Anchura total_0"": "" 60 cm"", ""Grosor del marco_0"": "" 2 cm"", ""Medidas del espejo_0"": "" 158x38 cm"", ""Marco_0"": "" 11 cm"", ""Peso total_0"": "" 10 kg""}",https://muebleslufe.com/1835-thickbox_default/espejo-de-pie.jpg,https://muebleslufe.com/es/home/439-espejo-de-pie.html
Bancada de cama de matrimonio completa,189.97,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Bancada de cama de matrimonio completa,4.5,33,"{""Descripcion_0"": null}",https://muebleslufe.com/946-thickbox_default/bancada-de-cama-de-matrimonio-completa.jpg,https://muebleslufe.com/es/matrimonio/227-bancada-de-cama-de-matrimonio-completa.html
Espejo de pared,24.99,Inicio>Espejo de pared,4.9,33,"{""Marco de madera maciza ecológica con certificado PEFC._0"": null}",https://muebleslufe.com/1837-thickbox_default/espejo-de-pared.jpg,https://muebleslufe.com/es/home/440-espejo-de-pared.html
Sofá módulo con respaldo,49.99,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Sofá módulo con respaldo,4.6,50,"{""Material"": "" Madera local certificada PEFC."", ""Medidas exteriores"": "" 746 mm de ancho y 695 mm de fondo."", ""Altura total"": "" 685 mm."", ""Altura de las patas"": "" delanteras, 345 mm, traseras, 685 mm."", ""Asiento"": "" 710x610 mm."", ""Respaldo"": "" 685x700 mm."", ""Base de espuma"": "" 710x610x90. La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L. No impermeable."", ""Respaldo de fibra"": "" 550x750. Rrecubierta por tejido 100% algodón natural. El relleno del cojín del respaldo es de fibra hueca conjugada siliconada, recubierta con tejido 100% algodón natural. El cojín respaldo no es desenfundable, se puede lavar entero en la lavadora. No impermeable."", ""Plazo de entrega"": "" 2 semanas.""}",https://muebleslufe.com/1242-thickbox_default/sofa-modulo-con-respaldo.jpg,https://muebleslufe.com/es/sofas-modulares/288-sofa-modulo-con-respaldo.html
Mesilla de noche,24.99,Inicio>Mesilla de noche,4.3,124,"{""Fabricado con madera maciza ecológica con certificado PEFC._0"": null}",https://muebleslufe.com/1839-thickbox_default/mesilla-de-noche.jpg,https://muebleslufe.com/es/home/441-mesilla-de-noche.html
Espejo perchero,49.99,Inicio>Muebles Lufe>Ambientes>Espejo perchero,4.5,21,"{""Marco de madera maciza ecológica con certificado PEFC._0"": null}",https://muebleslufe.com/1938-thickbox_default/espejo-perchero.jpg,https://muebleslufe.com/es/conjuntos/447-espejo-perchero.html
Cabecero 9H cama matrimonio,59.99,Inicio>Muebles Lufe>Camas>Cabecero 9H cama matrimonio,4.7,70,"{""Descripcion_0"": null}",https://muebleslufe.com/1015-thickbox_default/cabecero-9h-cama-matrimonio.jpg,https://muebleslufe.com/es/camas/251-cabecero-9h-cama-matrimonio.html
Perchero de pared,19.99,Inicio>Muebles Lufe>Muebles de almacenaje>Perchero de pared,4.4,30,"{""Plazo de entrega"": "" 2 semanas""}",https://muebleslufe.com/1959-thickbox_default/perchero-cimas.jpg,https://muebleslufe.com/es/auxiliar/103-perchero-cimas.html
Banco de madera ,29.99,Inicio>Muebles Lufe>Sofás, sillas y bancos>Bancos de madera>Banco de madera ,4.5,144,"{""Material"": "" Madera local certificada PEFC"", ""Altura del asiento"": "" 45 cm"", ""Largos disponibles"": "" 45 cm, 70 cm, 100 cm, 160 cm."", ""Fondo del asiento"": "" 33 cm"", ""Puedes usarlos en tu terraza, patio, porche o jardín,  aplicando uno de nuestros barnices o aceites protectores, es importante que lo hagas porque la madera, la de verdad, es una superficie delicada a la que hay que mimar más que otras superficies. _1"": null}",https://muebleslufe.com/781-thickbox_default/banco-arina.jpg,https://muebleslufe.com/es/banco-arina/104-banco-arina.html
Litera triolo completa,399.97,Inicio>Muebles Lufe>Literas>Litera triolo completa,4.3,45,"{""Descripcion_0"": null}",https://muebleslufe.com/550-thickbox_default/llitera-triolo-completa.jpg,https://muebleslufe.com/es/litera/170-llitera-triolo-completa.html
Estantería Cubo - 3 columnas,119.98,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Cubo>Estantería Cubo - 3 columnas,4.4,18,"{""Fondo"": "" 210 mm."", ""El producto hay que atarlo a la pared, incluye los herrajes para ello. _3"": null, ""Tanto las baldas como los laterales van acabados por ambas caras._4"": null}",https://muebleslufe.com/762-thickbox_default/estanteria-tres.jpg,https://muebleslufe.com/es/cubo/82-estanteria-tres.html
Cama alta ,189.98,Inicio>Muebles Lufe>Camas>Camas altas>Cama alta ,4.4,80,"{""Descripcion_0"": null}",https://muebleslufe.com/511-thickbox_default/cama-alta-.jpg,https://muebleslufe.com/es/alta/149-cama-alta-.html
Cama mezanina con lamas,108.98,Inicio>Muebles Lufe>Camas>Camas altas>Cama mezanina con lamas,4.4,62,"{""Material"": "" Madera local certificada PEFC"", ""Longitud de la cama"": "" exterior 197,5 cm ( para colchón de 190 cm ) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" exterior 99 cm ( para colchón de 90 cm)"", ""Altura"": "" Total 160 cm / Altura libre bajo la cama: 114 cm"", ""Hueco escalera"": "" 35 cm""}",https://muebleslufe.com/536-thickbox_default/lufe-cama-mezanina-con-lamas.jpg,https://muebleslufe.com/es/alta/169-lufe-cama-mezanina-con-lamas.html
Cama alta completa,339.98,Inicio>Muebles Lufe>Camas>Cama alta completa,4.3,14,"{""Descripcion_0"": null}",https://muebleslufe.com/503-thickbox_default/lufe-cama-alta-completa.jpg,https://muebleslufe.com/es/camas/165-lufe-cama-alta-completa.html
Cama mezanina completa,198.97,Inicio>Muebles Lufe>Camas>Camas altas>Cama mezanina completa,4.2,15,"{""Material"": "" Madera local certificada PEFC"", ""Longitud de la cama"": "" exterior 197,5 cm ( para colchón de 190 cm ) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" exterior 99 cm ( para colchón de 90 cm)"", ""Altura"": "" Total 160 cm / Altura libre bajo la cama: 114 cm"", ""Hueco escalera"": "" 35 cm""}",https://muebleslufe.com/530-thickbox_default/lufe-cama-mezanina-completa.jpg,https://muebleslufe.com/es/alta/168-lufe-cama-mezanina-completa.html
Estantería Básica 80 - 5 baldas,44.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Básicas>Estantería Básica 80 - 5 baldas,4.6,22,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 5 "", ""Altura total"": "" 145 cm"", ""Anchura exterior"": "" 84 cm "", ""Anchura interior"": "" 80 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/750-thickbox_default/estanteria-de-80-de-ancho-y-5-baldas.jpg,https://muebleslufe.com/es/basica40/72-estanteria-de-80-de-ancho-y-5-baldas.html
Estantería Básica 80 - 6 baldas,49.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Básicas>Estantería Básica 80 - 6 baldas,4.4,27,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 6 "", ""Altura total"": "" 181 cm"", ""Anchura exterior"": "" 84 cm "", ""Anchura interior"": "" 80 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/753-thickbox_default/estanteria-de-80-de-ancho-y-6-baldas.jpg,https://muebleslufe.com/es/basica40/71-estanteria-de-80-de-ancho-y-6-baldas.html
Estantería Básica 80 - 4 baldas,39.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Básicas>Estantería Básica 80 - 4 baldas,4.6,63,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 4"", ""Altura total"": "" 110 cm"", ""Anchura exterior"": "" 84 cm "", ""Anchura interior"": "" 80 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/754-thickbox_default/estanteria-de-80-de-ancho-y-4-baldas.jpg,https://muebleslufe.com/es/basica40/73-estanteria-de-80-de-ancho-y-4-baldas.html
Estantería Básica 80- 2 baldas,19.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Básicas>Estantería Básica 80- 2 baldas,4.6,25,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 2 "", ""Altura total"": "" 38,5 cm"", ""Anchura exterior"": "" 84 cm "", ""Anchura interior"": "" 80 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/756-thickbox_default/estanteria-de-80-de-ancho-y-2-baldas.jpg,https://muebleslufe.com/es/basica40/75-estanteria-de-80-de-ancho-y-2-baldas.html
Estantería Básica 80 - 7 baldas,54.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Básicas>Estantería Básica 80 - 7 baldas,4.7,57,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 7 "", ""Altura total"": "" 217 cm"", ""Anchura exterior"": "" 84 cm "", ""Anchura interior"": "" 80 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/749-thickbox_default/estanteria-de-80-de-ancho-y-7-baldas.jpg,https://muebleslufe.com/es/basica40/70-estanteria-de-80-de-ancho-y-7-baldas.html
Cama 90 con cajón y colchón,179.98,Inicio>Muebles Lufe>Camas>Cama 90 con cajón y colchón,4.8,6,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón a 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm""}",https://muebleslufe.com/733-thickbox_default/cama-individual-completa-con-cajon.jpg,https://muebleslufe.com/es/camas/186-cama-individual-completa-con-cajon.html
Cama nido 90 con colchón,259.97,Inicio>Muebles Lufe>Camas>Camas nido>Cama nido 90 con colchón,4.3,26,"{""Material"": "" Madera local certificada PEFC"", ""Longitud de la cama"": "" 190 cm / 200 cm"", ""Anchura de la cama"": "" 90 cm"", ""Grueso del colchón superior "": ""17 ó 21 cm,"", "" inferior"": "" siempre 17 cm."", ""Longitud exterior"": "" 197,5 cm /207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Altura del cabecero"": "" 68,5 cm"", ""Altura del piecero"": "" 34,5 cm""}",https://muebleslufe.com/696-thickbox_default/cnic.jpg,https://muebleslufe.com/es/cama-nido/182-cnic.html
Cama 90 con lamas,43.98,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 90 con lamas,4.5,58,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm""}",https://muebleslufe.com/474-thickbox_default/cama-individual-con-lamas.jpg,https://muebleslufe.com/es/individual/156-cama-individual-con-lamas.html
Cama 80 con lamas,53.98,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 80 con lamas,4.7,3,"{""Material"": "" Madera local certificada PEFC"", ""Altura "": ""Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud exterior de la cama"": "" 197,5 cm / 207,5 cm"", ""Anchura de la cama"": "" 89 cm""}",https://muebleslufe.com/1948-thickbox_default/cama-individual-testa-80.jpg,https://muebleslufe.com/es/individual/448-cama-individual-testa-80.html
Estructura de cama 90,39.99,Inicio>Muebles Lufe>Camas>Estructura de cama 90,4.9,7,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm ( para colchón de 190 cm ) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" 100 cm ( para colchón de 90 cm)""}",https://muebleslufe.com/881-thickbox_default/estructura-de-cama-individual.jpg,https://muebleslufe.com/es/camas/206-estructura-de-cama-individual.html
Cama 80 con colchón,133.97,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 80 con colchón,4.5,2,"{""Descripcion_0"": null, ""Descripcion_1"": "" Colchón disponible 80x190x17 cm y 80x200x17 cm. Colchón de espuma de densidad dura de 26 Kg/m3 y se adaptan a cada cuerpo proporcionando un descanso óptimo gracias a su acolchado supersoft y su núcleo HR. El tejido strech está fabricado con textil libre de tóxicos. Ambas caras están acolchadas con fibra de 120 gr. Se entregan enrollados con bolsa de PVC de seguridad.""}",https://muebleslufe.com/1935-thickbox_default/cama-individual-con-lamas-y-colchon.jpg,https://muebleslufe.com/es/individual/446-cama-individual-con-lamas-y-colchon.html
Cama 90 con colchón,143.97,Inicio>Muebles Lufe>Camas>Cama 90 con colchón,4.7,36,"{""Descripcion_0"": null}",https://muebleslufe.com/849-thickbox_default/cama-individual-completa.jpg,https://muebleslufe.com/es/camas/196-cama-individual-completa.html
Bancada cama 90 con cajones y colchón,173.95,Inicio>Muebles Lufe>Camas>Bancada cama 90 con cajones y colchón,4.7,10,"{""Descripcion_0"": null}",https://muebleslufe.com/928-thickbox_default/bancada-de-cama-individual-completa-con-cajones.jpg,https://muebleslufe.com/es/camas/221-bancada-de-cama-individual-completa-con-cajones.html
Estructura de bancada 90,19.99,Inicio>Muebles Lufe>Camas>Camas individuales>Estructura de bancada 90,4.2,11,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Bancada de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm ( para colchón de 190 cm ) / 207,5 cm ( para colchón de 200 cm )"", ""Anchura de la cama"": "" 99 cm ( para colchón de 90 cm)""}",https://muebleslufe.com/916-thickbox_default/bancada-de-cama-individual.jpg,https://muebleslufe.com/es/individual/217-bancada-de-cama-individual.html
Cama 90 con lamas y cajón,103.97,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 90 con lamas y cajón,5,7,"{""Descripcion_0"": null}",https://muebleslufe.com/852-thickbox_default/cama-individual-con-lamas-y-cajon.jpg,https://muebleslufe.com/es/individual/197-cama-individual-con-lamas-y-cajon.html
Cama 90 con lamas y cajones,103.96,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 90 con lamas y cajones,4.5,37,"{""Descripcion_0"": null}",https://muebleslufe.com/855-thickbox_default/cama-individual-con-lamas-y-cajones.jpg,https://muebleslufe.com/es/individual/198-cama-individual-con-lamas-y-cajones.html
Bancada cama 90 con cajón,83.97,Inicio>Muebles Lufe>Camas>Camas individuales>Bancada cama 90 con cajón,4.4,11,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm ( para colchón de 190 cm ) / 207,5 cm ( para colchón de 200 cm )"", ""Anchura de la cama"": "" 99 cm ( para colchón de 90 cm )""}",https://muebleslufe.com/921-thickbox_default/bancada-de-cama-individual-con-lamas-y-cajon.jpg,https://muebleslufe.com/es/individual/219-bancada-de-cama-individual-con-lamas-y-cajon.html
Cama 90 con colchón,133.97,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 90 con colchón,4.9,22,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 19,75 cm / 20,75 cm"", ""Anchura exterior"": "" 99 cm""}",https://muebleslufe.com/471-thickbox_default/cama-individual-con-lamas-y-colchon.jpg,https://muebleslufe.com/es/individual/157-cama-individual-con-lamas-y-colchon.html
Bancada cama 80 con lamas,33.98,Inicio>Muebles Lufe>Camas>Camas individuales>Bancada cama 80 con lamas,4.6,10,"{""Anchura de la cama"": "" 89 cm ( para colchón de 80 cm)""}",https://muebleslufe.com/1511-thickbox_default/bancada-cama-individual-80-cm.jpg,https://muebleslufe.com/es/individual/397-bancada-cama-individual-80-cm.html
Cama 90 con dos cajones,93.96,Inicio>Muebles Lufe>Camas>Cama 90 con dos cajones,4.3,19,"{""Descripcion_0"": null}",https://muebleslufe.com/824-thickbox_default/cama-individual-con-lamas-y-dos-cajones.jpg,https://muebleslufe.com/es/camas/190-cama-individual-con-lamas-y-dos-cajones.html
Bancada cama 90 con lamas,33.98,Inicio>Muebles Lufe>Camas>Camas individuales>Bancada cama 90 con lamas,4.6,68,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 34,5 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm ( para colchón de 190 cm) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" 99 cm ( para colchón de 90 cm)"", ""Para uso exterior, es imprescindible adquirir la bancada en los dos modelos barnizados o comprar uno de nuestros barnices al agua para proteger el acabado natural, y decorar a tu gusto._1"": null}",https://muebleslufe.com/918-thickbox_default/bancada-de-cama-individual.jpg,https://muebleslufe.com/es/individual/218-bancada-de-cama-individual.html
Cama 90 con cajón y colchón,193.96,Inicio>Muebles Lufe>Camas>Cama 90 con cajón y colchón,4.7,9,"{""Descripcion_0"": null}",https://muebleslufe.com/887-thickbox_default/cama-individual-completa-con-cajon.jpg,https://muebleslufe.com/es/camas/208-cama-individual-completa-con-cajon.html
Cama 90 con lamas,53.98,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 90 con lamas,4.6,58,"{""Material"": "" Madera local certificada PEFC"", ""Altura "": ""Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud exterior de la cama"": "" 197,5 cm / 207,5 cm"", ""Anchura de la cama"": "" 100 cm""}",https://muebleslufe.com/844-thickbox_default/cama-individual-con-lamas-.jpg,https://muebleslufe.com/es/individual/193-cama-individual-con-lamas-.html
Cama 80 con colchón,143.97,Inicio>Muebles Lufe>Camas>Cama 80 con colchón,4.7,3,"{""Material_0"": "" Madera local certificada PEFC"", ""Altura_0"": "" Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud exterior de la cama_0"": "" 197,5 cm / 207,5 cm"", ""Anchura de la cama_0"": "" 89 cm"", ""Descripcion_1"": "" Colchón disponible 80x190x17 cm y 80x200x17 cm. Colchón de espuma de densidad dura de 26 Kg/m3 y se adaptan a cada cuerpo proporcionando un descanso óptimo gracias a su acolchado supersoft y su núcleo HR. El tejido strech está fabricado con textil libre de tóxicos. Ambas caras están acolchadas con fibra de 120 gr. Se entregan enrollados con bolsa de PVC de seguridad.""}",https://muebleslufe.com/1957-thickbox_default/cama-testa-80-con-colchon.jpg,https://muebleslufe.com/es/camas/449-cama-testa-80-con-colchon.html
Bancada de cama 80 con colchón,123.97,Inicio>Muebles Lufe>Camas>Camas individuales>Bancada de cama 80 con colchón,4.6,5,"{""Material"": "" Madera local certificada PEFC"", ""Descripcion_1"": null, ""Para uso exterior es imprescincible proteger la madera con algún aceite o barniz protector. Puedes adquir la bancada en madera natural pulida y decorarla a tu gusto o comprarla directamente barnizada en color natural o en blanco nórdico. Elige la que más se adapte a tu estilo y, ¡a disfrutar!_2"": null}",https://muebleslufe.com/1732-thickbox_default/bancada-cama-80-colchon.jpg,https://muebleslufe.com/es/individual/396-bancada-cama-80-colchon.html
Cama nido 90 con colchón,273.95,Inicio>Muebles Lufe>Camas>Camas individuales>Cama nido 90 con colchón,4.8,17,"{""Descripcion_0"": null}",https://muebleslufe.com/863-thickbox_default/cama-nido-individual-completa.jpg,https://muebleslufe.com/es/individual/200-cama-nido-individual-completa.html
Cama 90 con dos cajones y colchón,183.97,Inicio>Muebles Lufe>Camas>Cama 90 con dos cajones y colchón,4.3,28,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Grueso del colchón"": "" 17 ó 21 com""}",https://muebleslufe.com/827-thickbox_default/cama-individual-completa-y-dos-cajones.jpg,https://muebleslufe.com/es/camas/191-cama-individual-completa-y-dos-cajones.html
Cama nido 90 con lamas,79.99,Inicio>Muebles Lufe>Camas>Camas individuales>Cama nido 90 con lamas,4.3,54,"{""Material"": "" Madera local certificada PEFC,"", ""Para colchón de largo"": "" 190 / 200 cm"", ""Para colchón de ancho"": "" 90cm"", ""Largo exterior"": "" 1975/2075 mm. "", ""Ancho exterior"": "" 990 mm"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón a 28,5 cm del suelo""}",https://muebleslufe.com/615-thickbox_default/composicion-cama-individual-con-nido.jpg,https://muebleslufe.com/es/individual/101-composicion-cama-individual-con-nido.html
Cama 80 con lamas,43.98,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 80 con lamas,5,1,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 89 cm (Para colchón de 80)""}",https://muebleslufe.com/1926-thickbox_default/cama-individual-con-lamas.jpg,https://muebleslufe.com/es/individual/445-cama-individual-con-lamas.html
Bancada de cama 90 con colchón,123.97,Inicio>Muebles Lufe>Camas>Camas individuales>Bancada de cama 90 con colchón,4.8,12,"{""Material"": "" Madera local certificada PEFC"", ""Altura "": ""Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm ( para colchón de 190 cm ) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" 99 cm ( para colchón de 90 cm )"", ""Este producto incluye la cama, las lamas como somier y el colchón. Para uso exterior, es imprescindible adquirir la bancada en los dos modelos barnizados o comprar uno de nuestros barnices al agua para proteger el acabado natural, y decorar a tu gusto._1"": null}",https://muebleslufe.com/924-thickbox_default/bancada-de-cama-individual-completa.jpg,https://muebleslufe.com/es/individual/220-bancada-de-cama-individual-completa.html
Bancada nido 90 con lamas,73.97,Inicio>Muebles Lufe>Camas>Bancada nido 90 con lamas,4.2,53,"{""Descripcion_0"": null}",https://muebleslufe.com/909-thickbox_default/bancada-nido-individual-con-lamas.jpg,https://muebleslufe.com/es/camas/215-bancada-nido-individual-con-lamas.html
Bancada cama 90 con cajón y colchón,173.96,Inicio>Muebles Lufe>Camas>Camas individuales>Bancada cama 90 con cajón y colchón,3.8,4,"{""Descripcion_0"": null}",https://muebleslufe.com/931-thickbox_default/bancada-de-cama-individual-completa-con-cajon.jpg,https://muebleslufe.com/es/individual/222-bancada-de-cama-individual-completa-con-cajon.html
Cama 90 con lamas y cajón,89.99,Inicio>Muebles Lufe>Camas>Camas individuales>Cama 90 con lamas y cajón,4.4,8,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm""}",https://muebleslufe.com/655-thickbox_default/composicion-cama-individual-con-cajon.jpg,https://muebleslufe.com/es/individual/102-composicion-cama-individual-con-cajon.html
Cama nido 90 con lamas,93.97,Inicio>Muebles Lufe>Camas>Camas individuales>Cama nido 90 con lamas,4.3,29,"{""Descripcion_0"": null}",https://muebleslufe.com/861-thickbox_default/cama-nido-individual-con-lamas.jpg,https://muebleslufe.com/es/individual/199-cama-nido-individual-con-lamas.html
Estantería Cubo 40 - 7 baldas,49.99,Inicio>Estantería Cubo 40 - 7 baldas,4.6,37,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 7 "", ""Altura total"": "" 217 cm"", ""Anchura exterior"": "" 44 cm "", ""Anchura interior"": "" 40 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/745-thickbox_default/estanteria-de-40-de-ancho-y-7-baldas.jpg,https://muebleslufe.com/es/home/63-estanteria-de-40-de-ancho-y-7-baldas.html
Estantería Cubo 40 - 2 baldas,19.99,Inicio>Muebles Lufe>Estanterías  de madera>Estantería Cubo 40 - 2 baldas,4.5,90,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 2 "", ""Altura total"": "" 38,5 cm"", ""Anchura exterior"": "" 44 cm "", ""Anchura interior"": "" 40 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/752-thickbox_default/estanteria-de-40-de-ancho-y-2-baldas.jpg,https://muebleslufe.com/es/estanterias/69-estanteria-de-40-de-ancho-y-2-baldas.html
Estantería Cubo 40 - 3 baldas,24.99,Inicio>Muebles Lufe>Estanterías  de madera>Estantería Cubo 40 - 3 baldas,4.7,45,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 3"", ""Altura total"": "" 74 cm"", ""Anchura exterior"": "" 44 cm "", ""Anchura interior"": "" 40 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/751-thickbox_default/estanteria-de-40-de-ancho-y-3-baldas.jpg,https://muebleslufe.com/es/estanterias/68-estanteria-de-40-de-ancho-y-3-baldas.html
Estantería Cubo - 2 columnas,79.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Cubo>Estantería Cubo - 2 columnas,4.6,22,"{""Fondo"": "" 210 mm."", ""El producto hay que atarlo a la pared. Incluye los herrajes para sujetarlo a la pared. _3"": null, ""Tanto las baldas como los laterales van acabados por ambas caras._4"": null}",https://muebleslufe.com/763-thickbox_default/estanteria-dos.jpg,https://muebleslufe.com/es/cubo/83-estanteria-dos.html
