Title,Price,Category_path,Rating,Qty_califications,Features_JSON_format,Image_Url,Item_Url
Estantería Cubo 40 - 4 baldas,29.99,Inicio>Muebles Lufe>Estanterías  de madera>Estantería Cubo 40 - 4 baldas,4.6,33,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 4 "", ""Altura total"": "" 110 cm"", ""Anchura exterior"": "" 44 cm "", ""Anchura interior"": "" 40 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/747-thickbox_default/estanteria-de-40-de-ancho-y-4-baldas.jpg,https://muebleslufe.com/es/estanterias/67-estanteria-de-40-de-ancho-y-4-baldas.html
Estantería Cubo 40 - 5 baldas,39.99,Inicio>Muebles Lufe>Estanterías  de madera>Estantería Cubo 40 - 5 baldas,4.6,22,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 5 "", ""Altura total"": "" 145 cm"", ""Anchura exterior"": "" 44 cm "", ""Anchura interior"": "" 40 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/748-thickbox_default/estanteria-de-40-de-ancho-y-5-baldas.jpg,https://muebleslufe.com/es/estanterias/66-estanteria-de-40-de-ancho-y-5-baldas.html
Estantería Cubo 40 - 6 baldas,44.99,Inicio>Muebles Lufe>Estanterías  de madera>Estantería Cubo 40 - 6 baldas,4.7,31,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 6 "", ""Altura total"": "" 181 cm"", ""Anchura exterior"": "" 44 cm "", ""Anchura interior"": "" 40 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/746-thickbox_default/estanteria-de-40-de-ancho-y-6-baldas.jpg,https://muebleslufe.com/es/estanterias/65-estanteria-de-40-de-ancho-y-6-baldas.html
Bandeja,11.99,Inicio>Muebles Lufe>Bandeja,4.8,51,"{""Material"": "" Madera local certificada PEFC"", ""Medidas"": "" 580x360x55 mm (exterior) / 520x300x40 mm (interior)""}",https://muebleslufe.com/1227-thickbox_default/bandeja.jpg,https://muebleslufe.com/es/categorias/284-bandeja.html
Cama sofá 80 con lamas,63.97,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá 80 con lamas,5,7,{},https://muebleslufe.com/1499-thickbox_default/cama-sofa-lamas-80-cm.jpg,https://muebleslufe.com/es/sofa/395-cama-sofa-lamas-80-cm.html
Bancada de cama de matrimonio con lamas,49.98,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Bancada de cama de matrimonio con lamas,4.5,136,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 34,5cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm (para colchón de 190 cm) / 207,5 cm (para colchón de 200 cm)"", ""Anchura de la cama"": "" 144 cm (para colchón de 135 cm) / 159 cm (para colchón de 150 cm) /189 cm (para colchón de 180 cm)""}",https://muebleslufe.com/937-thickbox_default/bancada-de-cama-de-matrimonio-con-lamas.jpg,https://muebleslufe.com/es/matrimonio/224-bancada-de-cama-de-matrimonio-con-lamas.html
Cama de matrimonio con lamas,64.98,Inicio>Muebles Lufe>Camas>Cama de matrimonio con lamas,4.6,212,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm (para colchón de 190 cm) / 207,5 cm (para colchón de 200 cm)"", ""Anchura de la cama"": "" 145 cm (para colchón de 135 cm) / 160 cm (para colchón de 150 cm) / 190 cm (para colchón de 180 cm)""}",https://muebleslufe.com/890-thickbox_default/cama-de-matrimonio-con-lamas.jpg,https://muebleslufe.com/es/camas/209-cama-de-matrimonio-con-lamas.html
Cama sofá 90 con colchón,149.99,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá 90 con colchón,4.7,3,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 68,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Este producto incluye estructura de cama sofá, lamas y colchón, no incluye cojines ni textiles._1"": null}",https://muebleslufe.com/1105-thickbox_default/lufe-cama-sofa-completa.jpg,https://muebleslufe.com/es/sofa/167-lufe-cama-sofa-completa.html
Cama compacta completa,319.95,Inicio>Muebles Lufe>Camas>Camas compactas>Cama compacta completa,4.6,5,"{""Descripcion_0"": null}",https://muebleslufe.com/521-thickbox_default/lufe-cama-compacta-completa.jpg,https://muebleslufe.com/es/cama-compacta/166-lufe-cama-compacta-completa.html
Triolo con lamas y cajón largo,209.98,Inicio>Muebles Lufe>Camas>Triolo con lamas y cajón largo,4.5,15,"{""Material"": "" Madera local certificada PEFC"", ""Largo exterior"": "" 197,5 cm / 207,5 cm "", ""Anchura exterior"": "" 144 cm"", ""Altura total"": "" 160 cm""}",https://muebleslufe.com/982-thickbox_default/triolo-con-lamas-y-cajon-largo.jpg,https://muebleslufe.com/es/camas/242-triolo-con-lamas-y-cajon-largo.html
Litera 90 con colchones,299.99,Inicio>Muebles Lufe>Literas>Litera 90 con colchones,4.4,46,"{""Material"": "" Madera local certificada PEFC"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Altura total"": "" 160 cm""}",https://muebleslufe.com/484-thickbox_default/composicion-litera-con-lamas-y-colchones.jpg,https://muebleslufe.com/es/litera/163-composicion-litera-con-lamas-y-colchones.html
Cama de matrimonio completa,199.96,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Cama de matrimonio completa,4.4,56,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 144 cm/ 159 cm""}",https://muebleslufe.com/567-thickbox_default/lufe-cama-de-matrimonio-completa.jpg,https://muebleslufe.com/es/matrimonio/173-lufe-cama-de-matrimonio-completa.html
Litera 90,124.99,Inicio>Muebles Lufe>Literas>Litera 90,4.5,144,"{""Descripcion_0"": null}",https://muebleslufe.com/483-thickbox_default/composicion-litera.jpg,https://muebleslufe.com/es/litera/57-composicion-litera.html
Cama compacta con lamas y cajón largo,179.96,Inicio>Muebles Lufe>Camas>Cama compacta con lamas y cajón largo,4.1,16,"{""Descripcion_0"": null}",https://muebleslufe.com/962-thickbox_default/cama-compacta-con-lamas-y-cajon-largo.jpg,https://muebleslufe.com/es/camas/235-cama-compacta-con-lamas-y-cajon-largo.html
Cama compacta completa y cajón largo,354.97,Inicio>Muebles Lufe>Camas>Cama compacta completa y cajón largo,4.3,9,"{""Descripcion_0"": null}",https://muebleslufe.com/831-thickbox_default/cama-compacta-completa-y-cajon-largo.jpg,https://muebleslufe.com/es/camas/192-cama-compacta-completa-y-cajon-largo.html
Litera 90 con nido y colchones,399.95,Inicio>Muebles Lufe>Camas>Litera 90 con nido y colchones,4.5,67,"{""Descripcion_0"": null}",https://muebleslufe.com/702-thickbox_default/litera-con-nido-completa.jpg,https://muebleslufe.com/es/camas/184-litera-con-nido-completa.html
Litera 90 con cajones,174.97,Inicio>Muebles Lufe>Literas>Litera 90 con cajones,4.3,72,"{""Material"": "" Madera local certificada PEFC"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Altura total"": "" 160 cm""}",https://muebleslufe.com/832-thickbox_default/litera-con-lamas-y-dos-cajones.jpg,https://muebleslufe.com/es/litera/194-litera-con-lamas-y-dos-cajones.html
Cama apilable x 2,119.99,Inicio>Muebles Lufe>Camas>Camas apilables>Cama apilable x 2,4.5,31,"{""Material_0"": null}",https://muebleslufe.com/1741-thickbox_default/pack-camas-apilables.jpg,https://muebleslufe.com/es/camas-apilables/423-pack-camas-apilables.html
Cama de matrimonio con lamas y dos cajones,109.96,Inicio>Muebles Lufe>Camas>Cama de matrimonio con lamas y dos cajones,4.3,17,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 144 cm (para colchón de 135 cm) / 159 cm (para colchón de 150 cm) / 189 cm (para colchón de 180 cm)""}",https://muebleslufe.com/965-thickbox_default/cama-de-matrimonio-con-lamas-y-dos-cajones.jpg,https://muebleslufe.com/es/camas/236-cama-de-matrimonio-con-lamas-y-dos-cajones.html
Cama sofá completa con cajón,195.97,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá completa con cajón,3.5,2,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 68,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm""}",https://muebleslufe.com/1097-thickbox_default/lufe-cama-sofa-completa-cajon.jpg,https://muebleslufe.com/es/sofa/267-lufe-cama-sofa-completa-cajon.html
Cama compacta completa con nido,439.96,Inicio>Muebles Lufe>Camas>Camas compactas>Cama compacta completa con nido,4.1,9,"{""Descripcion_0"": null}",https://muebleslufe.com/666-thickbox_default/cama-compacta-completa-con-nido.jpg,https://muebleslufe.com/es/cama-compacta/180-cama-compacta-completa-con-nido.html
Cama compacta con lamas y nido,169.98,Inicio>Muebles Lufe>Camas>Camas compactas>Cama compacta con lamas y nido,4.3,34,"{""Descripcion_0"": null}",https://muebleslufe.com/624-thickbox_default/composicion-cama-compacta-con-nido.jpg,https://muebleslufe.com/es/cama-compacta/123-composicion-cama-compacta-con-nido.html
Cama de matrimonio completa con cajón,259.96,Inicio>Muebles Lufe>Camas>Cama de matrimonio completa con cajón,4.7,11,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm (para colchón de 190 cm) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" 145 cm (para colchón de 135 cm) / 160 cm ( para colchón de 150 cm ) / 190 cm ( para colchón de 180 cm)""}",https://muebleslufe.com/905-thickbox_default/cama-de-matrimonio-completa-con-cajon.jpg,https://muebleslufe.com/es/camas/214-cama-de-matrimonio-completa-con-cajon.html
Cama sofá con lamas y cajones,113.95,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá con lamas y cajones,4.4,20,"{""Descripcion_0"": null}",https://muebleslufe.com/1084-thickbox_default/cama-sofa-con-lamas-cajones.jpg,https://muebleslufe.com/es/sofa/265-cama-sofa-con-lamas-cajones.html
Triolo con lamas y dos cajones,209.97,Inicio>Muebles Lufe>Camas>Triolo con lamas y dos cajones,4.2,40,"{""Material"": "" Madera local certificada PEFC"", ""Largo exterior"": "" 197,5 cm / 207,5 cm "", ""Anchura exterior"": "" 144 cm"", ""Altura total"": "" 160 cm""}",https://muebleslufe.com/974-thickbox_default/triolo-con-lamas-y-dos-cajones.jpg,https://muebleslufe.com/es/camas/239-triolo-con-lamas-y-dos-cajones.html
Cama sofá 90 con colchón y respaldo,209.98,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá 90 con colchón y respaldo,4.5,8,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 68,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Este producto incluye estructura de cama sofá, lamas, respaldo y colchón, no incluye los cojines ni textiles._1"": null}",https://muebleslufe.com/1120-thickbox_default/lufe-cama-sofa-completa-respaldo.jpg,https://muebleslufe.com/es/sofa/271-lufe-cama-sofa-completa-respaldo.html
Cama sofá con lamas,63.97,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá con lamas,4.5,34,"{""Descripcion_0"": null}",https://muebleslufe.com/480-thickbox_default/cama-sofa-con-lamas.jpg,https://muebleslufe.com/es/sofa/158-cama-sofa-con-lamas.html
Bancada nido 90 con colchón,253.95,Inicio>Muebles Lufe>Camas>Camas nido>Bancada nido 90 con colchón,4.3,8,"{""Descripcion_0"": null}",https://muebleslufe.com/913-thickbox_default/bancada-nido-individual-completa.jpg,https://muebleslufe.com/es/cama-nido/216-bancada-nido-individual-completa.html
Cama sofá con lamas y cajón de almacenaje,113.95,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá con lamas y cajón de almacenaje,4.7,3,"{""Descripcion_0"": null}",https://muebleslufe.com/652-thickbox_default/cama-sofa-con-lamas-y-cajon.jpg,https://muebleslufe.com/es/sofa/159-cama-sofa-con-lamas-y-cajon.html
Cama de matrimonio completa y dos cajones,249.97,Inicio>Muebles Lufe>Camas>Cama de matrimonio completa y dos cajones,4.5,13,"{""Descripcion_0"": null}",https://muebleslufe.com/968-thickbox_default/cama-de-matrimonio-completa-y-dos-cajones.jpg,https://muebleslufe.com/es/camas/237-cama-de-matrimonio-completa-y-dos-cajones.html
Cama nido sofá completa,279.97,Inicio>Muebles Lufe>Camas>Cama nido sofá completa,4.2,48,"{""Descripcion_0"": null, ""Este producto incluye estructura de cama sofá, lamas, arrastre nido con lamas y colchones. No incluye cojines ni textiles._1"": null}",https://muebleslufe.com/1108-thickbox_default/cama-nido-sofa-completa.jpg,https://muebleslufe.com/es/camas/183-cama-nido-sofa-completa.html
Bancada de cama de matrimonio completa con cajones,239.95,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Bancada de cama de matrimonio completa con cajones,4.5,6,"{""Descripcion_0"": null}",https://muebleslufe.com/952-thickbox_default/bancada-de-cama-de-matrimonio-completa-con-cajones.jpg,https://muebleslufe.com/es/matrimonio/229-bancada-de-cama-de-matrimonio-completa-con-cajones.html
Litera triolo con nido y colchones,529.95,Inicio>Muebles Lufe>Literas>Litera triolo con nido y colchones,4.2,26,"{""COLCHONES"": "" 90 cm (21 cm grosor)"", ""Colchón superior"": "" 135 cm (21 cm grosor)"", ""Colchón inferior"": "" 90 cm (17 cm grosor)"", ""Colchón nido"": ""Todos nuestros colchones son de espuma de calidad superior con acolchado supersoft y fabricados con textiles libres de tóxicos.""}",https://muebleslufe.com/1833-thickbox_default/litera-para-cuatro-con-colchones.jpg,https://muebleslufe.com/es/litera/438-litera-para-cuatro-con-colchones.html
Cama compacta con lamas y dos cajones,179.98,Inicio>Muebles Lufe>Camas>Cama compacta con lamas y dos cajones,4.4,87,"{""Descripcion_0"": null}",https://muebleslufe.com/623-thickbox_default/composicion-cama-compacta-con-cajon-base.jpg,https://muebleslufe.com/es/camas/125-composicion-cama-compacta-con-cajon-base.html
Cama compacta completa y dos cajones,329.97,Inicio>Muebles Lufe>Camas>Camas compactas>Cama compacta completa y dos cajones,4.5,33,"{""Descripcion_0"": null}",https://muebleslufe.com/659-thickbox_default/cama-compacta-completa-con-cajones.jpg,https://muebleslufe.com/es/cama-compacta/179-cama-compacta-completa-con-cajones.html
Cama apilable con colchón x 2,289.99,Inicio>Muebles Lufe>Camas>Camas apilables>Cama apilable con colchón x 2,4.4,31,"{""Material_0"": null}",https://muebleslufe.com/1754-thickbox_default/pack-camas-apilables-colchon.jpg,https://muebleslufe.com/es/camas-apilables/424-pack-camas-apilables-colchon.html
Litera 90 con cajón,174.98,Inicio>Muebles Lufe>Literas>Litera 90 con cajón,4.5,19,"{""Material"": "" Madera local certificada PEFC"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Altura total"": "" 1,60 cm""}",https://muebleslufe.com/609-thickbox_default/litera-con-lamas-y-cajon-de-almacenaje.jpg,https://muebleslufe.com/es/litera/160-litera-con-lamas-y-cajon-de-almacenaje.html
Litera triolo con nido,199.98,Inicio>Muebles Lufe>Literas>Litera triolo con nido,4.3,35,"{""Descripcion_0"": null, ""Descripcion_1"": null}",https://muebleslufe.com/1825-thickbox_default/litera-para-cuatro-personas.jpg,https://muebleslufe.com/es/litera/437-litera-para-cuatro-personas.html
Litera triolo con lamas,159.99,Inicio>Muebles Lufe>Literas>Litera triolo con lamas,4.3,71,"{""Material"": "" Madera local certificada PEFC"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 144 cm"", ""Altura total"": "" 160 cm""}",https://muebleslufe.com/1083-thickbox_default/composicion-litera-de-matrimonio.jpg,https://muebleslufe.com/es/litera/129-composicion-litera-de-matrimonio.html
Cama de matrimonio con lamas,59.98,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Cama de matrimonio con lamas,4.5,51,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 144 cm (para colchón de 135) / 159 cm (para colchón de 150) / 189 cm (para colchón de 180)""}",https://muebleslufe.com/560-thickbox_default/lufe-cama-de-matrimonio-con-lamas.jpg,https://muebleslufe.com/es/matrimonio/172-lufe-cama-de-matrimonio-con-lamas.html
Litera 90 con cajones y colchones,349.96,Inicio>Muebles Lufe>Camas>Litera 90 con cajones y colchones,4.4,63,"{""Descripcion_0"": null}",https://muebleslufe.com/971-thickbox_default/litera-completa-y-dos-cajones.jpg,https://muebleslufe.com/es/camas/238-litera-completa-y-dos-cajones.html
Cama de matrimonio con lamas y cajón largo,109.96,Inicio>Muebles Lufe>Camas>Cama de matrimonio con lamas y cajón largo,4.6,9,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 144 cm (para colchón de 135 cm)  / 159 cm (para colchón de 150 cm) / 189 cm (para colchón de 180 cm)""}",https://muebleslufe.com/979-thickbox_default/cama-de-matrimonio-con-lamas-y-cajon-largo.jpg,https://muebleslufe.com/es/camas/241-cama-de-matrimonio-con-lamas-y-cajon-largo.html
Cama de matrimonio con lamas y cajón,119.97,Inicio>Muebles Lufe>Camas>Cama de matrimonio con lamas y cajón,4.5,19,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm (para colchón de 190 cm) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" 145 cm (para colchón de 135 cm) / 160 cm (para colchón de 150 cm) / 190 cm (para colchón de 180 cm)""}",https://muebleslufe.com/896-thickbox_default/cama-de-matrimonio-con-lamas-y-cajon.jpg,https://muebleslufe.com/es/camas/211-cama-de-matrimonio-con-lamas-y-cajon.html
Cama sofá completa con cajones,199.97,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá completa con cajones,4.3,3,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 68,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Este producto incluye estructura de cama sofá, lamas, colchón y cajones, no incluye cojines ni textiles._1"": null}",https://muebleslufe.com/1099-thickbox_default/lufe-cama-sofa-completa-cajones.jpg,https://muebleslufe.com/es/sofa/266-lufe-cama-sofa-completa-cajones.html
Cama sofá completa con respaldo y cajón,255.96,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá completa con respaldo y cajón,4.7,3,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 68,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Este producto incluye estructura de cama sofá, lamas, colchón, respaldos y cajón. No incluye cojines ni textiles._1"": null}",https://muebleslufe.com/1114-thickbox_default/lufe-cama-sofa-completa-respaldo-cajon.jpg,https://muebleslufe.com/es/sofa/269-lufe-cama-sofa-completa-respaldo-cajon.html
Litera 90 con cajón y colchones,349.98,Inicio>Muebles Lufe>Camas>Litera 90 con cajón y colchones,4.5,19,"{""Descripcion_0"": null}",https://muebleslufe.com/977-thickbox_default/litera-completa-y-cajon-largo.jpg,https://muebleslufe.com/es/camas/240-litera-completa-y-cajon-largo.html
Cama nido sofá con lamas,99.99,Inicio>Muebles Lufe>Camas>Camas sofá>Cama nido sofá con lamas,4.1,93,"{""Material"": "" Madera local certificada PEFC"", ""Longitud exterior de la cama"": "" 197,5 cm ( para colchón de 190 cm) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura exterior de la cama"": "" 99 cm ( para colchón de 90 cm)""}",https://muebleslufe.com/602-thickbox_default/composicion-cama-sofa.jpg,https://muebleslufe.com/es/sofa/56-composicion-cama-sofa.html
Cama compacta con lamas,129.97,Inicio>Muebles Lufe>Camas>Camas compactas>Cama compacta con lamas,4.6,22,"{""Descripcion_0"": null}",https://muebleslufe.com/555-thickbox_default/lufe-cama-compacta-con-lamas.jpg,https://muebleslufe.com/es/cama-compacta/171-lufe-cama-compacta-con-lamas.html
Cama de matrimonio completa,209.97,Inicio>Muebles Lufe>Camas>Cama de matrimonio completa,4.6,106,"{""Descripcion_0"": null}",https://muebleslufe.com/899-thickbox_default/cama-de-matrimonio-completa.jpg,https://muebleslufe.com/es/camas/212-cama-de-matrimonio-completa.html
Litera 90 con nido,164.98,Inicio>Muebles Lufe>Literas>Litera 90 con nido,4.4,134,"{""Material"": "" Madera local certificada PEFC"", ""Longitud de la cama"": "" 190 cm / 200 cm"", ""Anchura de la cama"": "" 90 cm"", ""Altura total"": "" 160 cm"", ""Longitud exterior"": "" 197,5 / 207,5 cm"", ""Anchura exterior"": "" 99 cm""}",https://muebleslufe.com/612-thickbox_default/composicion-litera-con-nido.jpg,https://muebleslufe.com/es/litera/117-composicion-litera-con-nido.html
Cama de matrimonio completa con cajón,249.95,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Cama de matrimonio completa con cajón,4.5,4,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 144 cm / 159 cm""}",https://muebleslufe.com/683-thickbox_default/cama-de-matrimonio-completa-con-cajon.jpg,https://muebleslufe.com/es/matrimonio/181-cama-de-matrimonio-completa-con-cajon.html
Litera Montessori 90,124.99,Inicio>Muebles Lufe>Literas>Litera Montessori 90,4.5,98,"{""Descripcion_7"": "" En los estándares de seguridad la altura máxima recomendado para la barrera de la parte superior es de 20 cm, por lo que no es aconsejable utilizar un colchón que supere los 21 cm de altura.""}",https://muebleslufe.com/1476-thickbox_default/litera-montessori-infantil.jpg,https://muebleslufe.com/es/litera/392-litera-montessori-infantil.html
Cama sofá completa con respaldo y cajones,259.96,Inicio>Muebles Lufe>Camas>Camas sofá>Cama sofá completa con respaldo y cajones,4.7,6,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 68,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm"", ""Este producto incluye estructura de cama sofá, lamas, colchón, respaldos y cajones. No incluye cojines ni textiles._1"": null}",https://muebleslufe.com/1117-thickbox_default/lufe-cama-sofa-completa-respaldo-cajones.jpg,https://muebleslufe.com/es/sofa/270-lufe-cama-sofa-completa-respaldo-cajones.html
Cama de matrimonio con lamas y cajones,119.96,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Cama de matrimonio con lamas y cajones,4.3,27,"{""Descripcion_0"": null}",https://muebleslufe.com/893-thickbox_default/cama-de-matrimonio-con-lamas-y-cajones.jpg,https://muebleslufe.com/es/matrimonio/210-cama-de-matrimonio-con-lamas-y-cajones.html
Cama de matrimonio completa con cajones,259.95,Inicio>Muebles Lufe>Camas>Cama de matrimonio completa con cajones,4.5,23,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm ( para colchón de 190 cm) / 207,5 cm ( para colchón de 200 cm)"", ""Anchura de la cama"": "" 145 cm ( para colchón de 135 cm ) / 160 cm ( para colchón de 150 cm) ""}",https://muebleslufe.com/903-thickbox_default/cama-de-matrimonio-completa-con-cajones.jpg,https://muebleslufe.com/es/camas/213-cama-de-matrimonio-completa-con-cajones.html
Armario,249.99,Inicio>Muebles Lufe>Muebles de almacenaje>Armario,4.2,140,"{""Material"": "" Madera local certificada PEFC"", ""Largo total"": "" 203 cm más patas regulables hasta 2 cm"", ""Anchura exterior"": "" 104 cm"", ""Anchura interior"": "" 100 cm"", ""Fondo exterior"": "" 62 cm"", ""Fondo interior"": "" 60 cm"", ""Cajón inferior Medida del frente de cajón"": "" 103 x 21 cm "", ""Hueco del interior de cajón"": "" 97 x 50 x 18 cm"", ""Puertas"": "" 168 cm x 51 x 2,2 cm""}",https://muebleslufe.com/1195-thickbox_default/armario-lufe.jpg,https://muebleslufe.com/es/armario-lufe/164-armario-lufe.html
Barrera de protección,14.99,Inicio>Muebles Lufe>Camas>Barrera de protección,4.5,339,"{""Descripcion_0"": null}",https://muebleslufe.com/773-thickbox_default/barrera-de-proteccion.jpg,https://muebleslufe.com/es/camas/124-barrera-de-proteccion.html
Estantería Asimétrica - 2 baldas,29.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Asimétricas>Estantería Asimétrica - 2 baldas,4.7,28,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 2 "", ""Altura total"": "" 38,5 cm"", ""Anchura exterior"": "" 124 cm "", ""Anchura interior"": "" 120 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/761-thickbox_default/estanteria-de-120-de-ancho-y-2-baldas.jpg,https://muebleslufe.com/es/anchas/81-estanteria-de-120-de-ancho-y-2-baldas.html
Cabecero 4 lamas cama 90,19.99,Inicio>Muebles Lufe>Camas>Cabecero 4 lamas cama 90,4.5,78,"{""Descripcion_0"": null}",https://muebleslufe.com/1002-thickbox_default/cabecero-4-cama-individual.jpg,https://muebleslufe.com/es/camas/248-cabecero-4-cama-individual.html
Litera 105 con colchones,369.99,Inicio>Muebles Lufe>Literas>Litera 105 con colchones,,,"{""Descripcion_4"": "" Esta litera incluye la estructura de madera, las lamas como somier y dos colchones de 105 cm. Soporta hasta 200 kg de peso.""}",https://muebleslufe.com/2027-thickbox_default/litera-105-con-colchones.jpg,https://muebleslufe.com/es/litera/465-litera-105-con-colchones.html
Litera 105,149.99,Inicio>Litera 105,5,1,"{""Descripcion_4"": "" Esta litera incluye la estructura de madera y las lamas como somier. Soporta hasta 200 kg de peso.""}",https://muebleslufe.com/2016-thickbox_default/litera-105.jpg,https://muebleslufe.com/es/home/463-litera-105.html
Estructura de cama sofá,49.99,Inicio>Muebles Lufe>Camas>Camas sofá>Estructura de cama sofá,4.4,7,"{""Material"": "" Madera local certificada PEFC,"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 99 cm""}",https://muebleslufe.com/487-thickbox_default/cama-sofa-madera-pulida.jpg,https://muebleslufe.com/es/sofa/14-cama-sofa-madera-pulida.html
