company_id,industry
15440862,Insurance
11420962,Chemicals
16063763,Management Consulting
40775779,Automotive
1211072,Information Technology & Services
4743385,Design
109690,Consumer Goods
82809834,Staffing & Recruiting
5103135,Wholesale
25719,Graphic Design
64948032,Biotechnology
99429,Management Consulting
2281751,Information Technology & Services
1724775,Oil & Energy
8596,Packaging & Containers
22330287,Biotechnology
80851163,Construction
88171782,Real Estate
2434292,Staffing & Recruiting
165416,Packaging & Containers
104849,Hospitality
37270045,Architecture & Planning
71612518,Media Production
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
2413926,Staffing & Recruiting
3663488,Information Technology & Services
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
2474970,Information Technology & Services
101699,Facilities Services
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
4857886,Outsourcing/Offshoring
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
3671,Retail
1584751,Staffing & Recruiting
3671,Retail
3671,Retail
3671,Retail
3671,Retail
2908367,Staffing & Recruiting
3671,Retail
3671,Retail
3671,Retail
2908367,Staffing & Recruiting
90723074,Non-profit Organization Management
206587,Public Relations & Communications
205127,Staffing & Recruiting
344890,Telecommunications
1441,Computer Software
9185,Retail
9185,Retail
9185,Retail
9185,Retail
1441,Computer Software
9185,Retail
9185,Retail
93283844,Management Consulting
9185,Retail
9185,Retail
9185,Retail
1441,Computer Software
9185,Retail
9185,Retail
9185,Retail
9185,Retail
9185,Retail
1318,Information Technology & Services
26923,Retail
26923,Retail
26923,Retail
28014,Staffing & Recruiting
9185,Retail
9185,Retail
9185,Retail
9185,Retail
9185,Retail
9185,Retail
26923,Retail
26923,Retail
9185,Retail
9185,Retail
26923,Retail
26923,Retail
26923,Retail
26923,Retail
26923,Retail
9185,Retail
26923,Retail
26923,Retail
26923,Retail
26923,Retail
26923,Retail
26923,Retail
1318,Information Technology & Services
26923,Retail
26923,Retail
26923,Retail
64877765,Information Technology & Services
20767,Research
10589520,Automotive
11135982,Transportation/Trucking/Railroad
2625582,Hospital & Health Care
1117761,Hospital & Health Care
18883340,Real Estate
94141062,Printing
16055920,Government Administration
2138573,Architecture & Planning
2272345,Information Technology & Services
67936,"Health, Wellness & Fitness"
28609431,Food & Beverages
90392784,Real Estate
57142940,Real Estate
2853559,Architecture & Planning
9282983,Civic & Social Organization
34208,Paper & Forest Products
9238932,Wholesale
92430070,Primary/Secondary Education
34208,Paper & Forest Products
98550552,Public Relations & Communications
10069048,Hospital & Health Care
10779570,Food & Beverages
11158118,Medical Practice
15391027,Transportation/Trucking/Railroad
444038,Staffing & Recruiting
444038,Staffing & Recruiting
33246798,Entertainment
33246798,Entertainment
33246798,Entertainment
35504315,Hospital & Health Care
9185,Retail
9185,Retail
35504315,Hospital & Health Care
33246798,Entertainment
9185,Retail
9185,Retail
35504315,Hospital & Health Care
346080,Real Estate
1264,Financial Services
9185,Retail
9185,Retail
9185,Retail
9185,Retail
35504315,Hospital & Health Care
6978821,Food & Beverages
9185,Retail
9185,Retail
35504315,Hospital & Health Care
1177302,Building Materials
1264,Financial Services
1264,Financial Services
1400,Computer Software
36879,Non-profit Organization Management
36879,Non-profit Organization Management
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
80862575,Hospital & Health Care
9185,Retail
1262,Financial Services
808034,Staffing & Recruiting
808034,Staffing & Recruiting
3690818,Government Administration
73013724,Financial Services
9185,Retail
9185,Retail
36879,Non-profit Organization Management
22980,Non-profit Organization Management
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
94355,Aviation & Aerospace
94355,Aviation & Aerospace
230495,Information Technology & Services
36879,Non-profit Organization Management
113254,Computer Software
808034,Staffing & Recruiting
808034,Staffing & Recruiting
1075434,Hospital & Health Care
808034,Staffing & Recruiting
80862575,Hospital & Health Care
73013724,Financial Services
107457,Mental Health Care
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
80862575,Hospital & Health Care
80862575,Hospital & Health Care
94355,Aviation & Aerospace
94355,Aviation & Aerospace
18270206,Retail
94355,Aviation & Aerospace
94355,Aviation & Aerospace
49223,Non-profit Organization Management
49223,Non-profit Organization Management
12601,Construction
16198010,Information Technology & Services
8274,Retail
1262,Financial Services
18691,Hospital & Health Care
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
10409601,Real Estate
73013724,Financial Services
94355,Aviation & Aerospace
73013724,Financial Services
94355,Aviation & Aerospace
73013724,Financial Services
79806,Wholesale
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
808034,Staffing & Recruiting
1947704,Electrical & Electronic Manufacturing
89094,Security & Investigations
73013724,Financial Services
73013724,Financial Services
2263179,Automotive
468782,Civil Engineering
73013724,Financial Services
73013724,Financial Services
468782,Civil Engineering
808034,Staffing & Recruiting
808034,Staffing & Recruiting
434598,Financial Services
73013724,Financial Services
94355,Aviation & Aerospace
8274,Retail
7550,Utilities
73013724,Financial Services
6684,Computer Games
1633243,Non-profit Organization Management
94355,Aviation & Aerospace
230495,Information Technology & Services
94355,Aviation & Aerospace
12601,Construction
6476,Hospital & Health Care
468782,Civil Engineering
468782,Civil Engineering
89830003,Media Production
1063,Computer Software
1063,Computer Software
6547149,Mental Health Care
46521,Insurance
46521,Insurance
468782,Civil Engineering
468782,Civil Engineering
468782,Civil Engineering
1262,Financial Services
1063,Computer Software
1063,Computer Software
12601,Construction
107457,Mental Health Care
6476,Hospital & Health Care
73013724,Financial Services
73013724,Financial Services
468782,Civil Engineering
1063,Computer Software
24629,Computer Software
78853109,Professional Training & Coaching
468782,Civil Engineering
468782,Civil Engineering
1063,Computer Software
1063,Computer Software
73013724,Financial Services
73013724,Financial Services
1063,Computer Software
1063,Computer Software
6547149,Mental Health Care
13181,Hospital & Health Care
1089558,Staffing & Recruiting
3894635,Retail
18995316,Computer Software
882349,Architecture & Planning
61469,Staffing & Recruiting
21514196,Media Production
6910,Higher Education
9730586,Printing
61400,Staffing & Recruiting
77169664,Mental Health Care
73828006,Environmental Services
68746191,"Health, Wellness & Fitness"
69660814,Law Practice
81922135,Construction
131915,Law Practice
62804,Non-profit Organization Management
1889003,Facilities Services
3149515,Non-profit Organization Management
2937626,Medical Device
3628379,Retail
18192301,Hospital & Health Care
84939936,Marketing & Advertising
44786,Banking
106551,Hospitality
308409,Government Administration
3928505,Aviation & Aerospace
4376443,Transportation/Trucking/Railroad
36019672,Security & Investigations
58569536,Civic & Social Organization
35696106,Apparel & Fashion
543150,Environmental Services
210234,Furniture
583005,Law Practice
69642092,Information Technology & Services
11034338,Real Estate
2680550,Civic & Social Organization
10937173,Facilities Services
82327978,Real Estate
3566984,Transportation/Trucking/Railroad
89737107,Retail
2803017,Retail
35444763,Entertainment
84855353,Apparel & Fashion
10229031,Cosmetics
2144424,"Health, Wellness & Fitness"
11768999,Construction
1215629,Staffing & Recruiting
1981697,Research
93094245,Marketing & Advertising
20397,Restaurants
82884837,Information Technology & Services
72739246,Non-profit Organization Management
95734747,Mental Health Care
10279563,Food & Beverages
90666319,Information Technology & Services
436163,Information Technology & Services
750072,Information Technology & Services
750072,Information Technology & Services
278493,Banking
1313100,Information Technology & Services
313823,Aviation & Aerospace
440105,"Health, Wellness & Fitness"
6648075,Staffing & Recruiting
1313822,Cosmetics
15083522,Non-profit Organization Management
3194825,Food & Beverages
68921004,Information Technology & Services
16318,"Health, Wellness & Fitness"
9260752,Human Resources
2214679,Insurance
35512060,Information Technology & Services
13391879,Information Technology & Services
1012693,Farming
18106858,Transportation/Trucking/Railroad
14467750,Information Technology & Services
1268739,Hospitality
28966001,Information Services
82559090,Events Services
91098929,"Health, Wellness & Fitness"
47660218,Consumer Services
89721371,Computer Software
47238,Education Management
1044,Information Technology & Services
1180728,Staffing & Recruiting
89768356,Farming
164992,Information Technology & Services
65515408,Insurance
15363324,Construction
88421962,Transportation/Trucking/Railroad
1318870,Individual & Family Services
96654985,Law Practice
1318870,Individual & Family Services
96360915,Non-profit Organization Management
2740813,Staffing & Recruiting
80051634,Information Technology & Services
487710,Primary/Secondary Education
2389778,Medical Device
6967,Computer Software
66932,Newspapers
77757558,Law Practice
10035810,Packaging & Containers
10035810,Packaging & Containers
45068,Transportation/Trucking/Railroad
6648075,Staffing & Recruiting
164707,Higher Education
28142959,Real Estate
1712352,Financial Services
10035810,Packaging & Containers
81471675,Staffing & Recruiting
80777602,Real Estate
43041,Hospital & Health Care
2476170,Non-profit Organization Management
3769582,Civil Engineering
2893575,Information Technology & Services
10035810,Packaging & Containers
2083295,Broadcast Media
82695521,Information Technology & Services
95019864,Biotechnology
613812,Staffing & Recruiting
54133543,Staffing & Recruiting
1364228,Information Technology & Services
35633786,Financial Services
21514196,Media Production
43558,Information Technology & Services
10035810,Packaging & Containers
10035810,Packaging & Containers
10035810,Packaging & Containers
22286034,Computer Software
332139,Information Technology & Services
79919162,Staffing & Recruiting
11056,Staffing & Recruiting
16029992,Facilities Services
123507,Financial Services
89930579,Information Technology & Services
701854,Financial Services
29039424,Food Production
10599076,Staffing & Recruiting
16775,Staffing & Recruiting
165747,Information Technology & Services
29686,Staffing & Recruiting
80294339,Transportation/Trucking/Railroad
11213065,Individual & Family Services
1091069,"Health, Wellness & Fitness"
164834,Apparel & Fashion
77129996,Staffing & Recruiting
15232600,Management Consulting
3540705,Marketing & Advertising
2689946,Information Technology & Services
164331,Information Technology & Services
7260,Staffing & Recruiting
1197199,Computer Software
2958,Government Administration
729238,Information Technology & Services
1179727,Automotive
10324459,Information Technology & Services
81350906,Computer Games
40909281,Food & Beverages
10801655,Management Consulting
701236,Financial Services
3384,Hospital & Health Care
9454649,Wholesale
9180398,Hospital & Health Care
3432,Financial Services
17937,Staffing & Recruiting
7990,Automotive
89687784,Semiconductors
69419,Consumer Electronics
10035810,Packaging & Containers
10035810,Packaging & Containers
10035810,Packaging & Containers
641035,Financial Services
165257,Consumer Goods
9223341,Staffing & Recruiting
14070878,Computer Software
79815,Staffing & Recruiting
11056,Staffing & Recruiting
52176410,Staffing & Recruiting
10854663,Environmental Services
45593,Information Technology & Services
77757558,Law Practice
76412394,Information Technology & Services
1656268,Information Technology & Services
6134,Financial Services
373568,Staffing & Recruiting
545751,Staffing & Recruiting
29091,Staffing & Recruiting
2510434,Hospital & Health Care
2756204,Hospital & Health Care
18255,Insurance
16742,Accounting
15355,Hospitality
53185587,Non-profit Organization Management
6088,Staffing & Recruiting
92409,Information Technology & Services
14407234,Staffing & Recruiting
1885564,Computer Software
10035810,Packaging & Containers
6641761,Automotive
5235,Human Resources
80705,Government Relations
40848932,Oil & Energy
118551,Financial Services
45593,Information Technology & Services
27057164,Staffing & Recruiting
80705,Government Relations
7012604,Staffing & Recruiting
30186,Information Technology & Services
24836,Banking
12178391,Marketing & Advertising
142571,Information Services
11243687,Information Technology & Services
1012425,Religious Institutions
2394652,Consumer Goods
165257,Consumer Goods
82533810,Staffing & Recruiting
11056,Staffing & Recruiting
6044,Staffing & Recruiting
78810685,Food & Beverages
72456010,Information Technology & Services
1463,Human Resources
29293182,Staffing & Recruiting
77387513,Information Technology & Services
11056,Staffing & Recruiting
1463,Human Resources
18476,Information Technology & Services
2908367,Staffing & Recruiting
2648958,Staffing & Recruiting
1977034,Public Relations & Communications
316938,Machinery
3101619,Hospitality
827183,Staffing & Recruiting
7032083,Information Technology & Services
1373835,Higher Education
15240711,Staffing & Recruiting
9187114,Information Technology & Services
10801655,Management Consulting
74022590,Information Technology & Services
27292,Staffing & Recruiting
34654317,Information Technology & Services
14352,Staffing & Recruiting
1841,Medical Device
2121,"Leisure, Travel & Tourism"
92294,Broadcast Media
74303,Primary/Secondary Education
8118,Civic & Social Organization
232557,Defense & Space
17900699,Apparel & Fashion
25461,Staffing & Recruiting
17937,Staffing & Recruiting
9223341,Staffing & Recruiting
7242,Retail
4787,Information Technology & Services
9328925,Information Technology & Services
14113,Staffing & Recruiting
77143692,Restaurants
34654317,Information Technology & Services
67572051,Information Technology & Services
6575603,Staffing & Recruiting
10599076,Staffing & Recruiting
13713353,Information Technology & Services
73431608,Staffing & Recruiting
6587671,Real Estate
10432834,Medical Device
18783638,Information Technology & Services
84645,Hospital & Health Care
1369363,Information Technology & Services
157240,Information Technology & Services
165464,Information Technology & Services
33249838,"Health, Wellness & Fitness"
140581,Mechanical Or Industrial Engineering
9371344,Staffing & Recruiting
3067,Information Technology & Services
61677,Staffing & Recruiting
31356620,Information Technology & Services
38117,Staffing & Recruiting
1612340,Staffing & Recruiting
417618,Information Technology & Services
1637,Medical Device
23740523,Printing
11742196,Newspapers
14467750,Information Technology & Services
1783020,Furniture
3684,Information Technology & Services
475428,Higher Education
10247020,Information Technology & Services
14392471,Information Technology & Services
14628031,Information Technology & Services
117620,Staffing & Recruiting
124391,Staffing & Recruiting
71010895,Information Technology & Services
34654317,Information Technology & Services
5140,Information Technology & Services
327412,Market Research
88804,Hospital & Health Care
5235,Human Resources
890145,Information Technology & Services
78095772,Information Technology & Services
55215,Staffing & Recruiting
318540,Biotechnology
2562128,Information Technology & Services
33264,Real Estate
1106954,Information Technology & Services
99097,Non-profit Organization Management
2826091,Recreational Facilities & Services
37497578,Printing
77712306,Pharmaceuticals
35642069,Performing Arts
1353,Information Technology & Services
11056,Staffing & Recruiting
33278075,Staffing & Recruiting
1681,Staffing & Recruiting
17516,Information Technology & Services
35351,Law Practice
2684081,Information Technology & Services
10469647,Information Technology & Services
11056,Staffing & Recruiting
11056,Staffing & Recruiting
969699,Staffing & Recruiting
481931,Management Consulting
4787,Information Technology & Services
72483,Hospitality
9195529,Information Technology & Services
4787,Information Technology & Services
266132,Information Technology & Services
96121422,Staffing & Recruiting
26569406,Financial Services
71001459,Information Technology & Services
16164204,Staffing & Recruiting
131001,Law Practice
18921,Staffing & Recruiting
89810312,Entertainment
95675928,Staffing & Recruiting
331509,Staffing & Recruiting
375438,Information Technology & Services
594182,Environmental Services
131001,Law Practice
314772,Non-profit Organization Management
108486,Management Consulting
1318,Information Technology & Services
96692,Information Technology & Services
1265173,Insurance
1316967,Information Technology & Services
25461,Staffing & Recruiting
72130268,Staffing & Recruiting
7941225,Staffing & Recruiting
7242,Retail
17937,Staffing & Recruiting
4122,Retail
27292,Staffing & Recruiting
1552579,Mining & Metals
961273,Information Technology & Services
90396,Computer Software
8234,Packaging & Containers
1286891,Staffing & Recruiting
75041012,Information Technology & Services
16742,Accounting
80065524,Information Technology & Services
80980042,Food Production
77757558,Law Practice
20121834,Hospital & Health Care
14632005,Staffing & Recruiting
1372291,Information Technology & Services
78336991,Insurance
165295,Retail
5235,Human Resources
1851642,Staffing & Recruiting
3758,Higher Education
165118,Hospital & Health Care
77607954,"Leisure, Travel & Tourism"
47040,Staffing & Recruiting
132625,Information Technology & Services
911461,Information Technology & Services
18348487,Information Technology & Services
11229,Staffing & Recruiting
28129827,Maritime
18660,Transportation/Trucking/Railroad
503712,Information Technology & Services
166340,Higher Education
11229,Staffing & Recruiting
750072,Information Technology & Services
306672,Information Technology & Services
70560,Staffing & Recruiting
1679692,Staffing & Recruiting
15956153,Education Management
26574100,Outsourcing/Offshoring
28406927,Political Organization
7288391,Information Technology & Services
816297,Recreational Facilities & Services
165295,Retail
21213719,Mining & Metals
2503130,"Health, Wellness & Fitness"
3029525,Hospital & Health Care
48682,Government Administration
74702276,Venture Capital & Private Equity
22208562,Computer Software
27240013,Fundraising
42723251,Government Administration
1656268,Information Technology & Services
163743,Information Technology & Services
5389219,Non-profit Organization Management
1463,Human Resources
166421,Retail
23841,Retail
79668835,Airlines/Aviation
1681,Staffing & Recruiting
4674,Utilities
16263152,Hospital & Health Care
35529,Computer Software
2183652,Industrial Automation
17937,Staffing & Recruiting
37894,Staffing & Recruiting
16118,Real Estate
91743578,Staffing & Recruiting
27099119,Medical Device
82533810,Staffing & Recruiting
56092,Market Research
11190179,Cosmetics
30679342,Management Consulting
1507699,Marketing & Advertising
1960295,Packaging & Containers
3476,Staffing & Recruiting
165383,Sports
933942,Information Technology & Services
11229,Staffing & Recruiting
2838631,Staffing & Recruiting
2275216,Construction
42723251,Government Administration
11229,Staffing & Recruiting
1952028,Insurance
2615835,Staffing & Recruiting
48528,Real Estate
35689556,Staffing & Recruiting
1681,Staffing & Recruiting
586645,Information Technology & Services
2474662,Staffing & Recruiting
23674217,Retail
156470,Information Technology & Services
91447303,Information Technology & Services
14680,Information Technology & Services
2604933,Information Technology & Services
3809210,Investment Management
3181342,Information Technology & Services
86694680,Computer Software
1335118,Information Technology & Services
11056,Staffing & Recruiting
11056,Staffing & Recruiting
18340489,Staffing & Recruiting
2684081,Information Technology & Services
82712,Law Practice
11056,Staffing & Recruiting
2560345,Staffing & Recruiting
65808,Oil & Energy
766876,Staffing & Recruiting
2689946,Information Technology & Services
15240711,Staffing & Recruiting
85964,Information Technology & Services
1417153,Staffing & Recruiting
18102043,Hospital & Health Care
11056,Staffing & Recruiting
9185109,Staffing & Recruiting
7973087,Information Technology & Services
35184,Higher Education
1215629,Staffing & Recruiting
10075319,Information Technology & Services
36019,Building Materials
3269275,Printing
9025,Education Management
4035,Higher Education
11229,Staffing & Recruiting
6424460,Computer Software
3476,Staffing & Recruiting
1468,Computer Software
14606618,Outsourcing/Offshoring
21738,Automotive
4433,Staffing & Recruiting
2788204,Information Technology & Services
570420,Staffing & Recruiting
712597,Apparel & Fashion
33264,Real Estate
33264,Real Estate
18298504,Financial Services
10155672,Recreational Facilities & Services
10035810,Packaging & Containers
54317927,Financial Services
76777166,Information Technology & Services
25929,Staffing & Recruiting
2875,Information Technology & Services
151898,Accounting
632140,Staffing & Recruiting
986449,Wholesale
2899266,Information Technology & Services
77712306,Pharmaceuticals
6044,Staffing & Recruiting
4419,Hospital & Health Care
11822654,Law Practice
79383535,Information Technology & Services
373568,Staffing & Recruiting
869128,Information Technology & Services
3591245,"Leisure, Travel & Tourism"
5021998,Information Technology & Services
11618,Consumer Goods
215561,Staffing & Recruiting
2114711,Staffing & Recruiting
10833297,Staffing & Recruiting
18456165,Computer Software
1681,Staffing & Recruiting
9889773,Utilities
3364,Information Technology & Services
84645,Hospital & Health Care
2684081,Information Technology & Services
1167975,Hospital & Health Care
11229,Staffing & Recruiting
79383535,Information Technology & Services
11544533,Construction
6274163,Mechanical Or Industrial Engineering
9817526,Medical Device
8593,Insurance
163227,International Trade & Development
54819446,Mining & Metals
252624,Utilities
252624,Utilities
217273,Information Technology & Services
252624,Utilities
252624,Utilities
252624,Utilities
25030757,Hospital & Health Care
9201,Higher Education
298409,Staffing & Recruiting
131001,Law Practice
981830,Non-profit Organization Management
11229,Staffing & Recruiting
56833,Staffing & Recruiting
1970,Banking
95267,Staffing & Recruiting
827183,Staffing & Recruiting
61397771,Education Management
418451,Insurance
6915,Financial Services
2152,Information Technology & Services
94181897,Computer Software
25038366,Real Estate
79383535,Information Technology & Services
5336314,Mechanical Or Industrial Engineering
18449575,Management Consulting
202287,Machinery
65529778,Staffing & Recruiting
7463,Utilities
162258,Retail
162807,Staffing & Recruiting
81962756,Transportation/Trucking/Railroad
11028871,Telecommunications
28612425,Architecture & Planning
6382239,Information Technology & Services
6044,Staffing & Recruiting
1552579,Mining & Metals
961273,Information Technology & Services
11229,Staffing & Recruiting
6638223,Information Technology & Services
72130268,Staffing & Recruiting
13421086,Computer Software
2928642,Financial Services
162547,Furniture
1265173,Insurance
2314143,Information Technology & Services
155710,Writing & Editing
2124763,Environmental Services
94079,Financial Services
89686436,Staffing & Recruiting
21784,Information Technology & Services
4787,Information Technology & Services
33125878,Information Technology & Services
5131340,Telecommunications
284382,Design
38092727,Investment Banking
1967752,Logistics & Supply Chain
352246,Government Administration
3505146,Non-profit Organization Management
1251463,Biotechnology
31032366,Staffing & Recruiting
145137,Staffing & Recruiting
10937173,Facilities Services
18449575,Management Consulting
7463,Utilities
164992,Information Technology & Services
38117,Staffing & Recruiting
30498,Retail
53939277,Medical Practice
1681,Staffing & Recruiting
853789,Financial Services
1265059,Computer Software
22208562,Computer Software
211869,Staffing & Recruiting
27903,Information Technology & Services
4674,Utilities
164920,Marketing & Advertising
118698,Hospital & Health Care
4674,Utilities
2403625,Information Technology & Services
4674,Utilities
64969581,Hospital & Health Care
1117735,Staffing & Recruiting
17937,Staffing & Recruiting
230197,Media Production
24995091,Military
1841,Medical Device
40739208,Financial Services
14633226,Information Technology & Services
5234457,Staffing & Recruiting
5260930,Staffing & Recruiting
729238,Information Technology & Services
21784,Information Technology & Services
10841679,Information Technology & Services
8861597,Paper & Forest Products
10616113,Staffing & Recruiting
104243,Non-profit Organization Management
280956,Information Technology & Services
3476,Staffing & Recruiting
86694680,Computer Software
18758749,Staffing & Recruiting
35581547,Hospital & Health Care
82263,Staffing & Recruiting
5084329,Internet
95734231,Information Technology & Services
11056,Staffing & Recruiting
2562128,Information Technology & Services
11056,Staffing & Recruiting
19626,Staffing & Recruiting
383369,Staffing & Recruiting
290493,Mechanical Or Industrial Engineering
68951389,Information Technology & Services
2168893,Staffing & Recruiting
26793,Information Technology & Services
22003,Information Technology & Services
2644830,Automotive
15240711,Staffing & Recruiting
236019,Information Technology & Services
4787,Information Technology & Services
25461,Staffing & Recruiting
4787,Information Technology & Services
4126,International Trade & Development
3240627,Marketing & Advertising
8524,Luxury Goods & Jewelry
7893064,Information Technology & Services
2740813,Staffing & Recruiting
52119691,Chemicals
210064,Management Consulting
11133123,Staffing & Recruiting
37476400,Real Estate
10076831,Environmental Services
61677,Staffing & Recruiting
2864539,Staffing & Recruiting
743843,Staffing & Recruiting
11553420,Staffing & Recruiting
1158192,Staffing & Recruiting
2121817,Information Technology & Services
15650165,Hospital & Health Care
8117,Staffing & Recruiting
9089,Information Technology & Services
18102043,Hospital & Health Care
2132152,Hospitality
2511837,Information Technology & Services
15571126,Individual & Family Services
235340,Computer Software
27016907,Construction
11553420,Staffing & Recruiting
528217,Aviation & Aerospace
82120874,Staffing & Recruiting
235340,Computer Software
894315,Security & Investigations
17975937,Automotive
90198358,Hospital & Health Care
164766,Staffing & Recruiting
207697,Staffing & Recruiting
80055,Sports
11229,Staffing & Recruiting
27244722,Utilities
33264,Real Estate
33264,Real Estate
77185102,Information Technology & Services
12601035,Capital Markets
590130,Information Technology & Services
14629065,Information Technology & Services
248184,Staffing & Recruiting
2734,Aviation & Aerospace
946733,Aviation & Aerospace
10995060,Management Consulting
165464,Information Technology & Services
62381783,Recreational Facilities & Services
200685,Information Technology & Services
74702276,Venture Capital & Private Equity
14336,Staffing & Recruiting
11229,Staffing & Recruiting
16162070,Transportation/Trucking/Railroad
163743,Information Technology & Services
3618762,Apparel & Fashion
11618,Consumer Goods
4787,Information Technology & Services
35516710,Staffing & Recruiting
413796,Staffing & Recruiting
91334459,Real Estate
347685,Hospital & Health Care
280561,Law Practice
827183,Staffing & Recruiting
1135366,Transportation/Trucking/Railroad
40894,Staffing & Recruiting
3163363,Real Estate
18613449,Food Production
6405924,Staffing & Recruiting
1681,Staffing & Recruiting
251970,Food & Beverages
34748771,Accounting
10801655,Management Consulting
670231,Religious Institutions
5038190,Information Technology & Services
2297840,Management Consulting
10126963,Staffing & Recruiting
827183,Staffing & Recruiting
68889,Management Consulting
583005,Law Practice
35657035,Non-profit Organization Management
162999,Marketing & Advertising
911430,Financial Services
11861673,Hospital & Health Care
96344069,Information Technology & Services
15183489,Apparel & Fashion
76665811,Defense & Space
33238399,Mechanical Or Industrial Engineering
8602,Luxury Goods & Jewelry
890145,Information Technology & Services
890145,Information Technology & Services
2908367,Staffing & Recruiting
2908367,Staffing & Recruiting
2531104,Staffing & Recruiting
248184,Staffing & Recruiting
3725929,Mechanical Or Industrial Engineering
70915780,Staffing & Recruiting
3626487,Pharmaceuticals
5236573,Staffing & Recruiting
56833,Staffing & Recruiting
948229,Information Technology & Services
37207749,Law Practice
1681,Staffing & Recruiting
1611410,Machinery
10794395,Banking
89581254,Information Technology & Services
5235,Human Resources
2049094,Information Technology & Services
698935,Financial Services
66939019,Marketing & Advertising
10469647,Information Technology & Services
1907823,"Leisure, Travel & Tourism"
64738928,Marketing & Advertising
71049308,Chemicals
60836398,Insurance
10653666,Information Technology & Services
1353,Information Technology & Services
30116,Higher Education
11056,Staffing & Recruiting
5235,Human Resources
10853673,Information Technology & Services
27292,Staffing & Recruiting
25461,Staffing & Recruiting
11056,Staffing & Recruiting
86694680,Computer Software
25371,Building Materials
52129901,Food & Beverages
25066691,Information Technology & Services
352246,Government Administration
201351,Information Technology & Services
4787,Information Technology & Services
77153,Defense & Space
15919280,Hospital & Health Care
2420612,Human Resources
2684081,Information Technology & Services
107021,Information Technology & Services
108486,Management Consulting
13333,Staffing & Recruiting
