company_id,industry
2866215,Real Estate
14631354,Information Technology & Services
85624099,Renewables & Environment
1799,Staffing & Recruiting
2908367,Staffing & Recruiting
95062508,Utilities
64666,Education Management
79162939,Computer Games
484002,Marketing & Advertising
64251,Information Technology & Services
948229,Information Technology & Services
89581254,Information Technology & Services
7260,Staffing & Recruiting
82302944,Consumer Goods
35475885,Staffing & Recruiting
35548088,Information Technology & Services
89866895,Marketing & Advertising
81943361,Biotechnology
307886,Renewables & Environment
8359,Retail
784197,Higher Education
1051620,Information Technology & Services
86302925,Staffing & Recruiting
18106858,Transportation/Trucking/Railroad
10285,Utilities
2684081,Information Technology & Services
96677,Restaurants
82811059,Hospitality
18758749,Staffing & Recruiting
10594856,Restaurants
10696913,Security & Investigations
14633226,Information Technology & Services
11056,Staffing & Recruiting
298409,Staffing & Recruiting
3612137,Government Administration
96677,Restaurants
315817,Environmental Services
315817,Environmental Services
315817,Environmental Services
315817,Environmental Services
8117,Staffing & Recruiting
315817,Environmental Services
315817,Environmental Services
315817,Environmental Services
11701,Information Technology & Services
3489028,Computer Software
366025,Transportation/Trucking/Railroad
6440,Medical Device
27625,Hospital & Health Care
18306,Restaurants
14938,Financial Services
14100,Staffing & Recruiting
2936694,Pharmaceuticals
143988,Staffing & Recruiting
56670,Facilities Services
164821,Hospital & Health Care
165755,Computer Software
45593,Information Technology & Services
77738,Management Consulting
11056,Staffing & Recruiting
9750,Non-profit Organization Management
16388,Information Technology & Services
11174522,Computer Software
72130268,Staffing & Recruiting
11229,Staffing & Recruiting
10130073,Real Estate
2716125,Computer Software
72130268,Staffing & Recruiting
79162939,Computer Games
26741,Transportation/Trucking/Railroad
3123217,Information Technology & Services
1753550,Information Technology & Services
10995060,Management Consulting
731128,Staffing & Recruiting
2756204,Hospital & Health Care
22338085,Transportation/Trucking/Railroad
2926262,Music
2926262,Music
366025,Transportation/Trucking/Railroad
156470,Information Technology & Services
5234457,Staffing & Recruiting
3626487,Pharmaceuticals
74918200,Staffing & Recruiting
68174206,Information Technology & Services
50861,Staffing & Recruiting
731128,Staffing & Recruiting
10696913,Security & Investigations
10696913,Security & Investigations
10696913,Security & Investigations
10696913,Security & Investigations
10696913,Security & Investigations
31815,Hospital & Health Care
10837921,"Health, Wellness & Fitness"
77766802,Transportation/Trucking/Railroad
7720,Insurance
96677,Restaurants
87599,Staffing & Recruiting
64752630,Facilities Services
96677,Restaurants
10841679,Information Technology & Services
2721914,Telecommunications
861806,Restaurants
315817,Environmental Services
315817,Environmental Services
7720,Insurance
861806,Restaurants
13423341,Information Technology & Services
315817,Environmental Services
11787613,Hospital & Health Care
3476,Staffing & Recruiting
315817,Environmental Services
315817,Environmental Services
14352,Staffing & Recruiting
47024,Staffing & Recruiting
3476,Staffing & Recruiting
11056,Staffing & Recruiting
6615723,Information Technology & Services
6440,Medical Device
27292,Staffing & Recruiting
18757480,Financial Services
8117,Staffing & Recruiting
413796,Staffing & Recruiting
11174522,Computer Software
12991466,Information Technology & Services
35496599,Computer Software
33242739,Information Technology & Services
311835,Information Technology & Services
4787,Information Technology & Services
77623313,Apparel & Fashion
164664,Hospital & Health Care
18036034,Staffing & Recruiting
7585,Staffing & Recruiting
827183,Staffing & Recruiting
13998142,Renewables & Environment
11229,Staffing & Recruiting
662171,Information Technology & Services
366025,Transportation/Trucking/Railroad
366025,Transportation/Trucking/Railroad
366025,Transportation/Trucking/Railroad
7970989,Staffing & Recruiting
2355182,Restaurants
354575,Mechanical Or Industrial Engineering
10696913,Security & Investigations
462732,Civil Engineering
766876,Staffing & Recruiting
415552,Hospitality
164376,Information Technology & Services
861806,Restaurants
5234457,Staffing & Recruiting
10366520,Wholesale
315817,Environmental Services
64928221,Information Technology & Services
315817,Environmental Services
315817,Environmental Services
30967,Retail
19266171,Automotive
14651,Staffing & Recruiting
315817,Environmental Services
3286848,Construction
3195033,Mental Health Care
6440,Medical Device
413796,Staffing & Recruiting
58357,Staffing & Recruiting
164664,Hospital & Health Care
56833,Staffing & Recruiting
1061851,Staffing & Recruiting
52500806,Retail
164664,Hospital & Health Care
9328925,Information Technology & Services
731128,Staffing & Recruiting
36519,Staffing & Recruiting
2985733,Information Technology & Services
2283870,Staffing & Recruiting
1068662,Law Practice
259589,Staffing & Recruiting
11229,Staffing & Recruiting
1756,Information Technology & Services
11229,Staffing & Recruiting
72130268,Staffing & Recruiting
15205156,Staffing & Recruiting
51832,Government Administration
11056,Staffing & Recruiting
164376,Information Technology & Services
2682058,Government Administration
2673722,Information Technology & Services
42852066,Automotive
3499302,Information Technology & Services
11056,Staffing & Recruiting
9814,Staffing & Recruiting
64259963,Mechanical Or Industrial Engineering
6592,Transportation/Trucking/Railroad
14840050,Financial Services
14840050,Financial Services
1729578,Computer Software
14840050,Financial Services
452426,Mental Health Care
163079,Hospital & Health Care
3600,Oil & Energy
30579326,Hospital & Health Care
31896,Non-profit Organization Management
31896,Non-profit Organization Management
16388,Information Technology & Services
1185,Pharmaceuticals
1185,Pharmaceuticals
162828,Food Production
1049467,Telecommunications
28612966,Mining & Metals
162828,Food Production
11056,Staffing & Recruiting
2376705,Electrical & Electronic Manufacturing
3304,Construction
15317,Automotive
1879,Computer Software
3033,Information Technology & Services
3033,Information Technology & Services
26288,Electrical & Electronic Manufacturing
14571,Utilities
6592,Transportation/Trucking/Railroad
14840050,Financial Services
14840050,Financial Services
14840050,Financial Services
89694590,Venture Capital & Private Equity
163079,Hospital & Health Care
31896,Non-profit Organization Management
1185,Pharmaceuticals
1185,Pharmaceuticals
19066,Hospital & Health Care
1630,Hospital & Health Care
27025776,Information Technology & Services
1630,Hospital & Health Care
7960,Financial Services
225343,Government Administration
15317,Automotive
15317,Automotive
15317,Automotive
3033,Information Technology & Services
3033,Information Technology & Services
31710,Insurance
31710,Insurance
11152,Plastics
7488,Hospital & Health Care
33472158,Hospital & Health Care
7488,Hospital & Health Care
5749,Retail
2899266,Information Technology & Services
28893,Apparel & Fashion
25461,Staffing & Recruiting
140539,Staffing & Recruiting
15205156,Staffing & Recruiting
3671,Retail
19010,Apparel & Fashion
10046361,Staffing & Recruiting
998131,Government Administration
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
14840050,Financial Services
14840050,Financial Services
31896,Non-profit Organization Management
163079,Hospital & Health Care
7357,Insurance
19066,Hospital & Health Care
1630,Hospital & Health Care
10799461,Pharmaceuticals
16907,Hospital & Health Care
66278935,Plastics
325032,Mining & Metals
10561079,Computer Software
18498389,Hospital & Health Care
5581198,Hospital & Health Care
791742,Civil Engineering
225343,Government Administration
19161365,Retail
1293049,Individual & Family Services
15317,Automotive
31710,Insurance
1879,Computer Software
7488,Hospital & Health Care
7488,Hospital & Health Care
3304,Construction
2229850,Machinery
11056,Staffing & Recruiting
30507,Hospital & Health Care
30507,Hospital & Health Care
1287697,Non-profit Organization Management
1497,Semiconductors
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
14840050,Financial Services
1766026,Consumer Electronics
1766026,Consumer Electronics
6592,Transportation/Trucking/Railroad
1729578,Computer Software
14840050,Financial Services
14840050,Financial Services
14840050,Financial Services
14840050,Financial Services
163079,Hospital & Health Care
71384354,Consumer Goods
163079,Hospital & Health Care
16907,Hospital & Health Care
16907,Hospital & Health Care
16907,Hospital & Health Care
1630,Hospital & Health Care
1630,Hospital & Health Care
66278935,Plastics
66278935,Plastics
162828,Food Production
162828,Food Production
69425575,Information Technology & Services
4721,International Trade & Development
91025,Hospital & Health Care
51664810,Hospital & Health Care
890145,Information Technology & Services
31710,Insurance
53246566,Hospital & Health Care
31710,Insurance
11152,Plastics
7488,Hospital & Health Care
7488,Hospital & Health Care
7488,Hospital & Health Care
16388,Information Technology & Services
3304,Construction
16388,Information Technology & Services
75056372,Information Technology & Services
5749,Retail
5749,Retail
1891806,Information Technology & Services
1536386,Security & Investigations
1670700,Staffing & Recruiting
4075,Financial Services
1670700,Staffing & Recruiting
388480,Staffing & Recruiting
2824374,Computer Software
2746223,Staffing & Recruiting
94733,Entertainment
4297,Hospital & Health Care
16005518,Law Practice
4298,Higher Education
4297,Hospital & Health Care
4804,Machinery
16022223,Hospitality
1497,Semiconductors
1536386,Security & Investigations
2432099,Museums & Institutions
32685,Non-profit Organization Management
6592,Transportation/Trucking/Railroad
1766026,Consumer Electronics
1729578,Computer Software
6592,Transportation/Trucking/Railroad
163079,Hospital & Health Care
1793031,Non-profit Organization Management
163079,Hospital & Health Care
3600,Oil & Energy
31896,Non-profit Organization Management
163079,Hospital & Health Care
1185,Pharmaceuticals
16907,Hospital & Health Care
16907,Hospital & Health Care
16907,Hospital & Health Care
162828,Food Production
16726,Consumer Goods
1879,Computer Software
16726,Consumer Goods
3304,Construction
15317,Automotive
15317,Automotive
39472,Hospital & Health Care
766876,Staffing & Recruiting
38204,Restaurants
14562893,Information Technology & Services
13542,Packaging & Containers
10469647,Information Technology & Services
69979397,Food & Beverages
5749,Retail
8948083,Hospital & Health Care
33515668,Hospital & Health Care
33515668,Hospital & Health Care
54353698,Staffing & Recruiting
1536386,Security & Investigations
3476,Staffing & Recruiting
108889,Oil & Energy
5749,Retail
1072429,Information Technology & Services
157313,Higher Education
17120,"Leisure, Travel & Tourism"
113568,Banking
2137,Higher Education
133074,Law Practice
2137,Higher Education
2137,Higher Education
2137,Higher Education
67572051,Information Technology & Services
64533,Entertainment
96639244,Staffing & Recruiting
24187,Information Technology & Services
18341039,Information Technology & Services
7972561,Biotechnology
9814,Staffing & Recruiting
4293,Entertainment
27292,Staffing & Recruiting
18506580,Internet
165725,Design
74710480,Automotive
18506580,Internet
689849,Staffing & Recruiting
18506580,Internet
18506580,Internet
18506580,Internet
2049094,Information Technology & Services
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
8239496,Railroad Manufacture
1452948,Information Technology & Services
9328925,Information Technology & Services
31439,Staffing & Recruiting
1951980,Education Management
8117,Staffing & Recruiting
74702276,Venture Capital & Private Equity
2429989,Insurance
35822,Higher Education
46119,Information Technology & Services
214960,Hospital & Health Care
214960,Hospital & Health Care
34768945,Computer Software
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
1766026,Consumer Electronics
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
14840050,Financial Services
1729578,Computer Software
14840050,Financial Services
3163788,Construction
3600,Oil & Energy
31896,Non-profit Organization Management
7357,Insurance
29355,Mining & Metals
1630,Hospital & Health Care
2660,Government Administration
4721,International Trade & Development
24239,Higher Education
162828,Food Production
22283894,Hospital & Health Care
91143191,Computer Software
157345,Financial Services
1293049,Individual & Family Services
1293049,Individual & Family Services
15317,Automotive
31710,Insurance
31710,Insurance
3033,Information Technology & Services
31710,Insurance
162807,Staffing & Recruiting
11152,Plastics
7488,Hospital & Health Care
3540705,Marketing & Advertising
28893,Apparel & Fashion
5749,Retail
766876,Staffing & Recruiting
101899,Information Technology & Services
15440968,Hospital & Health Care
38204,Restaurants
11169,Oil & Energy
30507,Hospital & Health Care
30507,Hospital & Health Care
2604972,Management Consulting
5749,Retail
165464,Information Technology & Services
22283894,Hospital & Health Care
94707,Information Technology & Services
1909256,Computer Software
165364,Information Technology & Services
2137,Higher Education
147699,Building Materials
676041,Hospital & Health Care
2137,Higher Education
2137,Higher Education
78885,Real Estate
2137,Higher Education
2666,Law Enforcement
2137,Higher Education
38204,Restaurants
9654,Higher Education
166944,Law Practice
3731451,Information Technology & Services
90576696,Textiles
259589,Staffing & Recruiting
9814,Staffing & Recruiting
9814,Staffing & Recruiting
9814,Staffing & Recruiting
6983,Financial Services
9814,Staffing & Recruiting
8817,Electrical & Electronic Manufacturing
2279,Electrical & Electronic Manufacturing
8239496,Railroad Manufacture
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
629227,Food & Beverages
18506580,Internet
165725,Design
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
629227,Food & Beverages
18506580,Internet
629227,Food & Beverages
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
18506580,Internet
9814,Staffing & Recruiting
1681,Staffing & Recruiting
28130220,Oil & Energy
2832056,Management Consulting
6593,Entertainment
1474852,Information Technology & Services
10853673,Information Technology & Services
2787,Banking
5275,Medical Device
6233,Financial Services
214960,Hospital & Health Care
7602352,Marketing & Advertising
1497,Semiconductors
14571,Utilities
14571,Utilities
14571,Utilities
6592,Transportation/Trucking/Railroad
6592,Transportation/Trucking/Railroad
14840050,Financial Services
14840050,Financial Services
14840050,Financial Services
14840050,Financial Services
439853,Automotive
163079,Hospital & Health Care
163079,Hospital & Health Care
7357,Insurance
61341,Staffing & Recruiting
2859,Accounting
4721,International Trade & Development
28132450,Hospital & Health Care
33515668,Hospital & Health Care
98488356,Staffing & Recruiting
42301191,Hospital & Health Care
16075064,Hospital & Health Care
31710,Insurance
6464060,Staffing & Recruiting
15317,Automotive
15317,Automotive
15317,Automotive
3033,Information Technology & Services
7488,Hospital & Health Care
7488,Hospital & Health Care
25081,Real Estate
71145765,Information Technology & Services
1392051,Staffing & Recruiting
212201,Staffing & Recruiting
2470025,Information Technology & Services
641035,Financial Services
64533,Entertainment
3325979,Information Technology & Services
1180679,Staffing & Recruiting
1045296,Hospital & Health Care
4075,Financial Services
4075,Financial Services
4075,Financial Services
30507,Hospital & Health Care
941454,Hospital & Health Care
65101,Hospital & Health Care
5749,Retail
4297,Hospital & Health Care
4298,Higher Education
2137,Higher Education
2137,Higher Education
81958,Education Management
165791,Retail
2985733,Information Technology & Services
2137,Higher Education
14392471,Information Technology & Services
2137,Higher Education
104396,Banking
2137,Higher Education
2470025,Information Technology & Services
18348487,Information Technology & Services
14287,Mining & Metals
9814,Staffing & Recruiting
9814,Staffing & Recruiting
9814,Staffing & Recruiting
9814,Staffing & Recruiting
76236580,Staffing & Recruiting
162255,Hospital & Health Care
165998,Semiconductors
74971597,Food & Beverages
2279,Electrical & Electronic Manufacturing
8239496,Railroad Manufacture
8239496,Railroad Manufacture
629227,Food & Beverages
18506580,Internet
18506580,Internet
18759444,Management Consulting
10126963,Staffing & Recruiting
80430513,Recreational Facilities & Services
11777418,Banking
5275,Medical Device
214960,Hospital & Health Care
214960,Hospital & Health Care
2878362,Higher Education
1518461,Staffing & Recruiting
27573,Hospital & Health Care
1745669,Information Technology & Services
1474852,Information Technology & Services
2539,Broadcast Media
1041095,Medical Device
28734,Consumer Goods
11115,Information Technology & Services
613812,Staffing & Recruiting
628150,Computer Software
215561,Staffing & Recruiting
55303,Staffing & Recruiting
20875,Hospital & Health Care
218019,Education Management
164987,Financial Services
8807,Government Administration
2908367,Staffing & Recruiting
2736308,Information Technology & Services
3102,Medical Device
78885,Real Estate
3299457,Hospital & Health Care
64259963,Mechanical Or Industrial Engineering
14571,Utilities
14571,Utilities
1729578,Computer Software
6592,Transportation/Trucking/Railroad
14840050,Financial Services
14840050,Financial Services
14840050,Financial Services
963453,Information Technology & Services
3600,Oil & Energy
31896,Non-profit Organization Management
1185,Pharmaceuticals
163079,Hospital & Health Care
1185,Pharmaceuticals
7357,Insurance
1630,Hospital & Health Care
64257878,Civil Engineering
969396,Information Technology & Services
4721,International Trade & Development
4721,International Trade & Development
27872,Hospital & Health Care
27872,Hospital & Health Care
285809,Construction
78855035,Financial Services
55394,Insurance
15317,Automotive
15317,Automotive
15317,Automotive
3033,Information Technology & Services
31710,Insurance
11152,Plastics
39472,Hospital & Health Care
7488,Hospital & Health Care
1891806,Information Technology & Services
2819944,Education Management
33242739,Information Technology & Services
941454,Hospital & Health Care
941454,Hospital & Health Care
96691,Information Technology & Services
1344410,Information Technology & Services
35689556,Staffing & Recruiting
4297,Hospital & Health Care
4297,Hospital & Health Care
4297,Hospital & Health Care
20344,Information Technology & Services
8882,Sports
3863,Business Supplies & Equipment
86694680,Computer Software
133074,Law Practice
2137,Higher Education
2137,Higher Education
2137,Higher Education
738188,Telecommunications
2343421,Telecommunications
7972561,Biotechnology
11133123,Staffing & Recruiting
18348487,Information Technology & Services
9814,Staffing & Recruiting
9814,Staffing & Recruiting
9814,Staffing & Recruiting
9814,Staffing & Recruiting
6983,Financial Services
2279,Electrical & Electronic Manufacturing
3807153,Renewables & Environment
79955198,Information Technology & Services
50861,Staffing & Recruiting
8239496,Railroad Manufacture
3294602,Information Technology & Services
629227,Food & Beverages
2740813,Staffing & Recruiting
8086,Electrical & Electronic Manufacturing
7932726,Financial Services
10801746,Individual & Family Services
2832056,Management Consulting
18496094,Entertainment
28130220,Oil & Energy
5275,Medical Device
5275,Medical Device
5275,Medical Device
5275,Medical Device
5275,Medical Device
487174,Automotive
13309,Defense & Space
13309,Defense & Space
2539,Broadcast Media
2539,Broadcast Media
389481,Mechanical Or Industrial Engineering
14377562,Information Services
5005549,Information Technology & Services
13288,Computer Software
157324,Staffing & Recruiting
86813252,Information Technology & Services
165791,Retail
11056,Staffing & Recruiting
1123,Banking
1123,Banking
3271453,Philanthropy
74589904,Staffing & Recruiting
38264,Apparel & Fashion
688249,Staffing & Recruiting
962052,Hospital & Health Care
13386,Retail
1586,Computer Software
1586,Computer Software
1586,Computer Software
1344,Electrical & Electronic Manufacturing
12934,Food & Beverages
1586,Computer Software
1586,Computer Software
1586,Computer Software
2382910,Information Technology & Services
1586,Computer Software
1586,Computer Software
1586,Computer Software
1586,Computer Software
1586,Computer Software
1524656,Financial Services
13386,Retail
81194885,Legal Services
497248,Staffing & Recruiting
3476,Staffing & Recruiting
10267289,Staffing & Recruiting
10346400,Staffing & Recruiting
91098676,Information Technology & Services
28498,Hospital & Health Care
15317,Automotive
39472,Hospital & Health Care
7488,Hospital & Health Care
15317,Automotive
5749,Retail
444905,Staffing & Recruiting
5749,Retail
28893,Apparel & Fashion
1536386,Security & Investigations
2174958,Consumer Services
5749,Retail
22283894,Hospital & Health Care
46119,Information Technology & Services
27172,Government Administration
5749,Retail
13856,Oil & Energy
64532924,Law Practice
156470,Information Technology & Services
157313,Higher Education
157313,Higher Education
3540705,Marketing & Advertising
766876,Staffing & Recruiting
2137,Higher Education
133074,Law Practice
2137,Higher Education
2137,Higher Education
2343421,Telecommunications
2137,Higher Education
2137,Higher Education
98210,"Health, Wellness & Fitness"
3294602,Information Technology & Services
14287,Mining & Metals
4446,Computer Software
9814,Staffing & Recruiting
9814,Staffing & Recruiting
43278,Hospital & Health Care
9814,Staffing & Recruiting
142571,Information Services
8239496,Railroad Manufacture
8239496,Railroad Manufacture
8239496,Railroad Manufacture
629227,Food & Beverages
629227,Food & Beverages
163789,Pharmaceuticals
5110,Computer Hardware
59132912,Mental Health Care
8117,Staffing & Recruiting
26562280,Construction
6593,Entertainment
6593,Entertainment
35822,Higher Education
19231638,Hospitality
66252,Information Technology & Services
162258,Retail
231383,Banking
5275,Medical Device
5275,Medical Device
10525955,Retail
214960,Hospital & Health Care
214960,Hospital & Health Care
214960,Hospital & Health Care
3765,Marketing & Advertising
73681,Government Administration
27573,Hospital & Health Care
72559323,E-learning
827183,Staffing & Recruiting
11286858,Consumer Electronics
2686249,Information Technology & Services
1123,Banking
1123,Banking
1123,Banking
35475885,Staffing & Recruiting
2908367,Staffing & Recruiting
55873224,Information Technology & Services
164420,International Trade & Development
850621,Food & Beverages
11901,Biotechnology
1482,Computer Software
6449530,Food & Beverages
36569,Transportation/Trucking/Railroad
1586,Computer Software
766544,Biotechnology
1586,Computer Software
1681,Staffing & Recruiting
24062,Entertainment
2820867,Machinery
1586,Computer Software
74887092,Religious Institutions
1586,Computer Software
1586,Computer Software
1586,Computer Software
78392228,Entertainment
1586,Computer Software
1586,Computer Software
2382910,Information Technology & Services
6627808,Tobacco
1146188,Staffing & Recruiting
1247220,Information Technology & Services
57995232,Music
64722,Aviation & Aerospace
41266,Information Technology & Services
74539,Mechanical Or Industrial Engineering
233054,Information Technology & Services
81519453,Computer Software
7947803,Computer Software
69904568,Construction
913591,Chemicals
637038,Primary/Secondary Education
92917818,Information Technology & Services
11056,Staffing & Recruiting
18164646,Staffing & Recruiting
3607929,Information Technology & Services
92917818,Information Technology & Services
2689946,Information Technology & Services
18941384,Consumer Goods
4031973,Environmental Services
13153,Staffing & Recruiting
18613449,Food Production
65589102,Apparel & Fashion
37248677,Biotechnology
2144509,Mechanical Or Industrial Engineering
90681631,Hospitality
81878,Automotive
81878,Automotive
60463,Non-profit Organization Management
60463,Non-profit Organization Management
60463,Non-profit Organization Management
60463,Non-profit Organization Management
213862,Mechanical Or Industrial Engineering
60463,Non-profit Organization Management
2171249,Accounting
25081,Real Estate
91459053,Internet
11056,Staffing & Recruiting
14699670,Information Technology & Services
1518461,Staffing & Recruiting
51614199,Telecommunications
87110560,Financial Services
748875,Staffing & Recruiting
868313,Construction
13333,Staffing & Recruiting
74772057,Staffing & Recruiting
164992,Information Technology & Services
14477218,Professional Training & Coaching
2999886,Staffing & Recruiting
21514196,Media Production
4060,Real Estate
13333,Staffing & Recruiting
15228,Information Technology & Services
20503060,Staffing & Recruiting
2908367,Staffing & Recruiting
22283894,Hospital & Health Care
563417,Hospital & Health Care
28132450,Hospital & Health Care
77159,Staffing & Recruiting
2746223,Staffing & Recruiting
33218,Staffing & Recruiting
4298,Higher Education
1463,Human Resources
5171302,Marketing & Advertising
2137,Higher Education
2137,Higher Education
2137,Higher Education
2137,Higher Education
11029079,Biotechnology
7260,Staffing & Recruiting
2137,Higher Education
69335449,Financial Services
307460,Transportation/Trucking/Railroad
78426886,Semiconductors
1841,Medical Device
1330147,Real Estate
17959348,Information Technology & Services
64487,Pharmaceuticals
3732622,Construction
9814,Staffing & Recruiting
64532924,Law Practice
6983,Financial Services
9814,Staffing & Recruiting
69732,Information Technology & Services
6148675,Non-profit Organization Management
629227,Food & Beverages
8047188,Information Technology & Services
15907041,Veterinary
827183,Staffing & Recruiting
6646428,Staffing & Recruiting
143331,Oil & Energy
49681,Information Technology & Services
522560,Wholesale
107926,Marketing & Advertising
28130220,Oil & Energy
8117,Staffing & Recruiting
52638,Staffing & Recruiting
6593,Entertainment
6593,Entertainment
6593,Entertainment
1633836,Staffing & Recruiting
1673105,Hospitality
5275,Medical Device
5275,Medical Device
487174,Automotive
1146188,Staffing & Recruiting
2539,Broadcast Media
2539,Broadcast Media
2539,Broadcast Media
27292,Staffing & Recruiting
13288,Computer Software
3234221,Architecture & Planning
34616,Information Technology & Services
19024086,Marketing & Advertising
35716480,Government Administration
447530,Non-profit Organization Management
1123,Banking
12595126,Staffing & Recruiting
1123,Banking
1123,Banking
15087386,Staffing & Recruiting
2015890,Information Technology & Services
6565,Financial Services
38264,Apparel & Fashion
35701335,Real Estate
7413,Hospital & Health Care
80648696,Individual & Family Services
35521693,Information Technology & Services
1482,Computer Software
8117,Staffing & Recruiting
79383535,Information Technology & Services
90101,Staffing & Recruiting
890145,Information Technology & Services
13386,Retail
13386,Retail
1586,Computer Software
1586,Computer Software
72632053,"Health, Wellness & Fitness"
11056,Staffing & Recruiting
104602,Music
3713985,Information Technology & Services
80753355,Management Consulting
14078,Non-profit Organization Management
52638,Staffing & Recruiting
64722,Aviation & Aerospace
69903699,Environmental Services
12291,Packaging & Containers
162528,Staffing & Recruiting
529548,Staffing & Recruiting
3094595,Information Technology & Services
2345562,Mechanical Or Industrial Engineering
3781808,Law Practice
86694680,Computer Software
110514,Mental Health Care
11056,Staffing & Recruiting
18987662,Management Consulting
1257738,Food & Beverages
74702276,Venture Capital & Private Equity
149485,Construction
156470,Information Technology & Services
27218788,Computer Software
1681,Staffing & Recruiting
86694680,Computer Software
2121817,Information Technology & Services
156470,Information Technology & Services
3432,Financial Services
89491510,Hospital & Health Care
91447303,Information Technology & Services
10616113,Staffing & Recruiting
96657925,Staffing & Recruiting
11056,Staffing & Recruiting
1681,Staffing & Recruiting
414551,Information Technology & Services
15338901,Law Practice
4821517,Food & Beverages
28145223,Hospital & Health Care
8141,Information Technology & Services
11054,Financial Services
68578869,Environmental Services
31953,Government Administration
2985733,Information Technology & Services
11056,Staffing & Recruiting
164249,Retail
33246798,Entertainment
87374932,Insurance
6585,Luxury Goods & Jewelry
162767,Hospital & Health Care
3518569,Higher Education
5235,Human Resources
260295,Staffing & Recruiting
18043,Staffing & Recruiting
64863800,Information Technology & Services
64883733,Computer Software
93249012,Higher Education
80789,Industrial Automation
77097,Information Technology & Services
5334810,Management Consulting
1536386,Security & Investigations
5749,Retail
4298,Higher Education
61677,Staffing & Recruiting
2137,Higher Education
548385,Information Technology & Services
35689556,Staffing & Recruiting
848818,Staffing & Recruiting
2137,Higher Education
2137,Higher Education
16164685,Information Technology & Services
81958,Education Management
2429989,Insurance
62571,Wholesale
9814,Staffing & Recruiting
9814,Staffing & Recruiting
43278,Hospital & Health Care
2279,Electrical & Electronic Manufacturing
9814,Staffing & Recruiting
2279,Electrical & Electronic Manufacturing
5578,Financial Services
6044,Staffing & Recruiting
629227,Food & Beverages
5235,Human Resources
629227,Food & Beverages
25081,Real Estate
43278,Hospital & Health Care
83495842,Staffing & Recruiting
49122753,Marketing & Advertising
1713645,Entertainment
7962985,Computer Software
28130220,Oil & Energy
373568,Staffing & Recruiting
65587,Information Technology & Services
890145,Information Technology & Services
14377562,Information Services
162258,Retail
5742,Management Consulting
27573,Hospital & Health Care
2539,Broadcast Media
2539,Broadcast Media
79162939,Computer Games
26647085,Information Technology & Services
57888,Retail
165791,Retail
2201548,Building Materials
2736308,Information Technology & Services
19767,Mining & Metals
1123,Banking
1123,Banking
2689946,Information Technology & Services
20875,Hospital & Health Care
9223,Computer Software
166068,Higher Education
1586,Computer Software
1586,Computer Software
1586,Computer Software
13386,Retail
1586,Computer Software
13229222,Staffing & Recruiting
1586,Computer Software
1586,Computer Software
2382910,Information Technology & Services
2382910,Information Technology & Services
1586,Computer Software
1586,Computer Software
1586,Computer Software
19120162,Law Practice
1586,Computer Software
1586,Computer Software
64670958,Facilities Services
86694680,Computer Software
13386,Retail
1756,Information Technology & Services
75581097,Staffing & Recruiting
14069,Information Technology & Services
86694680,Computer Software
90413667,Food Production
3683451,Transportation/Trucking/Railroad
51586146,Staffing & Recruiting
17926613,Computer Software
2738213,E-learning
11056,Staffing & Recruiting
2985733,Information Technology & Services
3607492,Financial Services
18827874,Financial Services
1742506,Staffing & Recruiting
521134,Information Technology & Services
641035,Financial Services
40369,Hospital & Health Care
79383535,Information Technology & Services
40894,Staffing & Recruiting
2764631,Telecommunications
11229,Staffing & Recruiting
30086,Computer & Network Security
133357,Staffing & Recruiting
51671407,Financial Services
1518461,Staffing & Recruiting
156470,Information Technology & Services
79108324,Financial Services
313558,Real Estate
2788204,Information Technology & Services
1742506,Staffing & Recruiting
28649902,Information Technology & Services
54799,Staffing & Recruiting
54799,Staffing & Recruiting
86694680,Computer Software
11056,Staffing & Recruiting
2691463,Staffing & Recruiting
11054,Financial Services
1447520,Consumer Electronics
1799,Staffing & Recruiting
17919545,Biotechnology
44751,Non-profit Organization Management
18380110,Staffing & Recruiting
68578869,Environmental Services
75156982,Non-profit Organization Management
58289235,Computer Software
11056,Staffing & Recruiting
34758901,Marketing & Advertising
50381,Law Practice
112948,Staffing & Recruiting
113134,Entertainment
748875,Staffing & Recruiting
225056,Staffing & Recruiting
41771,Staffing & Recruiting
13153,Staffing & Recruiting
74702276,Venture Capital & Private Equity
2908367,Staffing & Recruiting
6392689,Hospital & Health Care
164376,Information Technology & Services
42805,Cosmetics
6137,Computer Software
27025776,Information Technology & Services
2137,Higher Education
2137,Higher Education
40735283,Management Consulting
