job_id,skill_abr
3690843087,ACCT
3690843087,FIN
3691763971,MGMT
3691763971,MNFC
3691775263,MGMT
3691775263,MNFC
3691786992,HCPR
3691789797,MGMT
3691789797,MNFC
3691789919,HCPR
3691792844,ENG
3691792844,IT
3691793575,ADM
3691794313,ADM
3691795305,HCPR
3691795389,SALE
3691795980,IT
3691796226,DSGN
3691796226,ART
3691796226,IT
3691797249,EDU
3691797249,TRNG
3691797924,ENG
3691797924,IT
3691797973,SALE
3691797973,BD
3691797979,ENG
3691797979,IT
3691797980,PRJM
3691797982,BD
3691797982,CNSL
3691797982,SALE
3691798875,SALE
3691798875,MGMT
3691798875,STRA
3691798879,HCPR
3691799449,MGMT
3691799449,MNFC
3691799471,OTHR
3691799471,RSCH
3691799472,OTHR
3691799474,MGMT
3691799474,GENB
3691799474,ADM
3692300220,MGMT
3692300220,MNFC
3692300361,MRKT
3692300361,SALE
3692300361,ACCT
3692300372,STRA
3692300372,MGMT
3692300409,MRKT
3692301009,ADM
3692301162,PRJM
3692301162,IT
3692301162,CNSL
3692301165,MGMT
3692301165,MNFC
3692301169,LGL
3692301169,ADM
3692301171,ADM
3692301171,PRJM
3692301171,BD
3692302089,IT
3692303023,IT
3692303024,HCPR
3692303025,MGMT
3692303025,MNFC
3696352735,OTHR
3696355954,ACCT
3696355954,FIN
3696362362,ENG
3696362362,IT
3696368461,PRJM
3696368461,SALE
3696368461,CUST
3696369309,QA
3696369309,PROD
3696369309,OTHR
3696371262,PROD
3696371262,OTHR
3696371262,MNFC
3696372105,PRJM
3696372105,SALE
3696372105,CUST
3696373506,ACCT
3696373506,FIN
3696374362,ACCT
3696374362,FIN
3696375254,HCPR
3696386986,OTHR
3696387979,OTHR
3696387993,OTHR
3696388859,OTHR
3696388875,OTHR
3696390474,OTHR
3696391387,OTHR
3696391398,OTHR
3696391403,OTHR
3696393067,OTHR
3696394296,OTHR
3696394452,IT
3696394454,ENG
3696394465,SALE
3696394465,BD
3696394465,CUST
3696395003,OTHR
3696396337,RSCH
3696396337,ANLS
3696396337,IT
3696396357,ACCT
3696396357,FIN
3696396361,ENG
3699944307,MGMT
3699944307,MNFC
3699953637,HCPR
3699959492,HCPR
3699972728,HCPR
3700100103,ACCT
3700100103,FIN
3700101731,QA
3700106733,MGMT
3700106733,MNFC
3700107001,MRKT
3700107001,PR
3700107001,WRT
3700111693,ACCT
3700111693,FIN
3700124761,DSGN
3700124761,ART
3700124761,IT
3700138521,SALE
3700138521,BD
3700144594,ART
3700144594,PRJM
3700144710,SUPL
3700144710,IT
3700147810,ACCT
3700147810,FIN
3700150295,IT
3700152513,GENB
3700152648,IT
3700152648,MGMT
3700154162,BD
3700154162,PR
3700154162,MRKT
3700155066,IT
3700155066,QA
3634090513,ENG
3634090513,IT
3680144775,GENB
3680144775,MGMT
3680144775,BD
3690663520,HR
3690664476,OTHR
3690664657,ACCT
3690664657,FIN
3690665137,ACCT
3690665137,FIN
3690668153,MGMT
3690668153,MNFC
3690671407,HCPR
3690673180,DSGN
3690673180,ART
3690673180,IT
3690673578,ENG
3690673578,IT
3690692186,ADM
3690699930,HCPR
3690804650,MNFC
3690804650,ENG
3690804650,PRJM
3690809682,ACCT
3690809682,FIN
3690821627,FIN
3690821627,SALE
3690825634,MRKT
3690825634,SALE
3690828940,MRKT
3690828940,PRDM
3690832043,HR
3690832043,CUST
3690832043,GENB
3690834347,HR
3690835135,SALE
3690835135,FIN
3690835135,PRJM
3690837484,SALE
3690837484,BD
3690841406,IT
3690841533,FIN
3690841533,ACCT
3690841599,MGMT
3690841599,MNFC
3690843414,HCPR
3690844311,ACCT
3690844311,FIN
3690844811,ENG
3690844895,LGL
3690846882,CNSL
3690846882,IT
3690846882,SALE
3690847441,BD
3690847441,SALE
3690849145,HCPR
3690849528,ENG
3690849528,CNSL
3690849528,PRJM
3690849991,ENG
3690849991,IT
3690850853,MRKT
3690850853,STRA
3690850853,PRJM
3690853209,MGMT
3690853209,MNFC
3690857635,MRKT
3690857635,STRA
3690857635,PRJM
3690859113,MRKT
3690859113,ADVR
3690859113,STRA
3690859360,SALE
3690859360,MGMT
3690860158,IT
3690867240,ENG
3690867240,DSGN
3690868912,FIN
3690868912,SALE
3690868934,MGMT
3690868934,MNFC
3690869468,MGMT
3690869468,MNFC
3690870151,MGMT
3690870151,MNFC
3690870497,HCPR
3690870668,DSGN
3690870668,ART
3690870668,IT
3690876465,MGMT
3690876465,ACCT
3690876465,FIN
3692338006,PRJM
3692353287,MRKT
3692353287,PR
3692353287,WRT
3692361903,ACCT
3692361903,FIN
3692361906,ACCT
3692361906,FIN
3692361910,ACCT
3692361910,FIN
3692361914,ACCT
3692361914,FIN
3692361915,ACCT
3692361915,FIN
3692362852,ACCT
3692362852,FIN
3692362854,ACCT
3692362854,FIN
3692362958,CUST
3692362958,GENB
3692362958,OTHR
3692362963,DSGN
3692362963,ART
3692362963,IT
3692363690,ACCT
3692363690,FIN
3692363702,ACCT
3692363702,FIN
3692363706,ACCT
3692363706,FIN
3692363707,ACCT
3692363707,FIN
3692363708,ACCT
3692363708,FIN
3692363778,RSCH
3692363778,ANLS
3692363778,IT
3692363920,MGMT
3692364339,SALE
3692364339,BD
3692364369,ACCT
3692364369,FIN
3692364370,ACCT
3692364370,FIN
3692364372,ACCT
3692364372,FIN
3692364374,ACCT
3692364374,FIN
3692364378,ACCT
3692364378,FIN
3692364379,ACCT
3692364379,FIN
3692364380,ACCT
3692364380,FIN
3692364483,OTHR
3692364560,BD
3692364560,SALE
3692364599,SALE
3692364599,MGMT
3692365234,ACCT
3692365234,FIN
3692365236,ACCT
3692365236,FIN
3692365238,ACCT
3692365238,FIN
3692365242,ACCT
3692365242,FIN
3692365243,ACCT
3692365243,FIN
3692366202,ACCT
3692366202,FIN
3692366207,ACCT
3692366207,FIN
3692366208,ACCT
3692366208,FIN
3692366209,ACCT
3692366209,FIN
3692366211,ACCT
3692366211,FIN
3692366212,ACCT
3692366212,FIN
3692366214,ACCT
3692366214,FIN
3692366220,ACCT
3692366220,FIN
3692366441,ENG
3692366441,PRJM
3692366441,MNFC
3692367174,ACCT
3692367174,FIN
3692367178,ACCT
3692367178,FIN
3692367179,ACCT
3692367179,FIN
3692367180,ACCT
